Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-16,2023-07-23,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,431.67,Turista econômico
Lazer,Sozinho,Parques aquáticos,2023-01-01,2023-01-08,Curitiba - PR,Ensino Médio,Aposentado,3 a 6 salários mínimos,743.32,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-12-17,2023-12-23,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,1793.56,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-02-17,2023-02-22,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,519.59,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-12-23,2023-12-29,Belo Horizonte - MG,Superior Incompleto,Assalariado,6 a 10 salários mínimos,371.73,Turista econômico
Lazer,Família com crianças,Hoteis,2023-07-26,2023-07-31,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,669.65,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-10-31,2023-11-04,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,565.65,Casal de fim de semana
Visitar familiares,Casal,Hoteis,2023-10-10,2023-10-13,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1859.74,Turista fiel premium
Negócios,Sozinho,Hoteis,2023-10-19,2023-10-21,Belo Horizonte - MG,Ensino Médio,Aposentado,Até 3 salários mínimos,246.16,Turista Corporativo
Lazer,Família com crianças,Participar de eventos da cidade,2023-01-25,2023-01-30,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,541.13,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-17,2023-01-22,São Paulo - SP,Ensino Médio,CLT,3 a 6 salários mínimos,500.89,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2023-06-02,2023-06-06,São José do Rio Preto - SP,Superior Completo,Aposentado,Até 3 salários mínimos,155.56,Turista fiel premium
Negócios,Sozinho,Conhecer pontos turísticos principais,2023-03-13,2023-03-15,São José do Rio Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,137.2,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-12-30,2024-01-02,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,562.06,Casal de fim de semana
Lazer,Grupo de amigos,Parques aquáticos,2023-07-23,2023-07-29,Curitiba - PR,Ensino Médio,Aposentado,6 a 10 salários mínimos,516.49,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-04-20,2023-04-24,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,703.46,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-01-24,2023-01-30,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,679.25,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-30,2024-01-06,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,618.05,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-08,2023-01-13,Belo Horizonte - MG,Ensino Médio,Estudante,6 a 10 salários mínimos,690.27,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-02-27,2023-03-06,São Paulo - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,489.67,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-07,2023-12-13,Belo Horizonte - MG,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,529.78,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2023-08-21,2023-08-25,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,170.32,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2023-01-21,2023-01-25,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,159.99,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2023-12-11,2023-12-16,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,483.05,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2023-07-03,2023-07-10,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,149.21,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-07-21,2023-07-27,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,657.66,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2023-01-19,2023-01-26,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,172.28,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-02-09,2023-02-14,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,796.72,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-06-04,2023-06-08,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,960.99,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2023-01-28,2023-02-04,Belo Horizonte - MG,Superior Completo,Aposentado,Mais de 10 salários mínimos,791.57,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2023-12-24,2023-12-27,São Paulo - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,297.64,Turista fiel premium
Negócios,Sozinho,Hoteis,2023-01-17,2023-01-18,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,171.85,Turista Corporativo
Eventos,Família com crianças,Parques aquáticos,2023-07-04,2023-07-09,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,523.53,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-30,2023-02-05,Goiânia - GO,Superior Completo,Aposentado,6 a 10 salários mínimos,476.35,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2023-10-16,2023-10-18,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1131.88,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2023-01-09,2023-01-14,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,595.76,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-11-17,2023-11-22,Ribeirão Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,790.73,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-28,2023-08-03,Campinas - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,150.71,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-12-24,2023-12-29,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,631.12,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2023-12-25,2023-12-28,São Paulo - SP,Superior Incompleto,CLT,Mais de 10 salários mínimos,1238.83,Turista fiel premium
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2023-12-10,2023-12-17,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1561.64,Familia de parques aquaticos
Visitar familiares,Sozinho,Participar de eventos da cidade,2023-10-04,2023-10-11,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,928.0,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-27,2023-08-03,Curitiba - PR,Superior Completo,Estudante,Até 3 salários mínimos,111.58,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-11-21,2023-11-29,São José do Rio Preto - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,651.23,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-02,2023-07-11,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,225.89,Turista econômico
Lazer,Família com crianças,Participar de eventos da cidade,2023-12-15,2023-12-21,Ribeirão Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,503.14,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Hoteis,2023-12-25,2023-12-29,São José do Rio Preto - SP,Pós-graduação,Servidor Público,3 a 6 salários mínimos,1201.66,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2023-01-06,2023-01-13,Campinas - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,782.41,Familia de parques aquaticos
Lazer,Casal,Participar de eventos da cidade,2023-04-01,2023-04-05,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,450.87,Casal de fim de semana
Visitar familiares,Grupo de amigos,Participar de eventos da cidade,2023-10-27,2023-11-03,São Paulo - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,363.76,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-01-18,2023-01-24,Curitiba - PR,Superior Incompleto,CLT,Até 3 salários mínimos,160.94,Familia de parques aquaticos
Eventos,Família com crianças,Conhecer pontos turísticos principais,2023-12-30,2024-01-05,São José do Rio Preto - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,157.5,Turista econômico
Lazer,Família com crianças,Conhecer pontos turísticos principais,2023-12-12,2023-12-19,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,483.55,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-01-27,2023-01-31,Curitiba - PR,Superior Completo,Assalariado,6 a 10 salários mínimos,711.2,Familia de parques aquaticos
Eventos,Casal,Participar de eventos da cidade,2023-08-20,2023-08-25,Campinas - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,409.25,Turista de Evento
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-24,2023-08-02,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,171.85,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-07-02,2023-07-11,São Paulo - SP,Superior Completo,Aposentado,Até 3 salários mínimos,114.54,Turista econômico
Visitar familiares,Casal,Parques aquáticos,2023-11-24,2023-12-01,Curitiba - PR,Superior Completo,Servidor Público,6 a 10 salários mínimos,758.32,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2023-10-14,2023-10-15,São José do Rio Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,186.09,Turista Corporativo
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2023-12-17,2023-12-21,Goiânia - GO,Superior Completo,Aposentado,Até 3 salários mínimos,739.83,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2023-01-15,2023-01-21,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1023.52,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2023-01-19,2023-01-23,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,615.65,Familia de parques aquaticos
Negócios,Família com crianças,Parques aquáticos,2023-01-17,2023-01-24,São Paulo - SP,Superior Incompleto,Assalariado,3 a 6 salários mínimos,390.81,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-12-06,2023-12-13,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,524.02,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-20,2023-12-25,Curitiba - PR,Ensino Médio,Servidor Público,6 a 10 salários mínimos,456.53,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-07-12,2023-07-18,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,758.71,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2023-12-18,2023-12-22,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,504.6,Familia de parques aquaticos
Saúde/Bem-estar,Casal,Hoteis,2023-11-02,2023-11-06,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,784.79,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-12-11,2023-12-17,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,634.9,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-04-06,2023-04-10,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,683.38,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-08-19,2023-08-26,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,192.46,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-11-15,2023-11-16,Campinas - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,641.23,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-12-09,2023-12-14,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,515.97,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-30,2023-02-03,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,556.36,Familia de parques aquaticos
Negócios,Casal,Conhecer pontos turísticos principais,2023-08-25,2023-08-27,Campinas - SP,Ensino Médio,Estudante,Até 3 salários mínimos,140.9,Turista Corporativo
Lazer,Sozinho,Parques aquáticos,2023-07-24,2023-07-28,Belo Horizonte - MG,Ensino Médio,Assalariado,Até 3 salários mínimos,1084.01,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-25,2023-02-02,São José do Rio Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,236.81,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-08,2023-01-15,Campinas - SP,Superior Completo,Estudante,Até 3 salários mínimos,102.25,Turista econômico
Visitar familiares,Família com crianças,Participar de eventos da cidade,2023-01-20,2023-01-29,Belo Horizonte - MG,Ensino Médio,Servidor Público,Até 3 salários mínimos,173.4,Turista econômico
Negócios,Sozinho,Hoteis,2023-05-01,2023-05-04,Belo Horizonte - MG,Superior Incompleto,CLT,3 a 6 salários mínimos,284.7,Turista Corporativo
Eventos,Família com crianças,Conhecer pontos turísticos principais,2023-08-24,2023-08-28,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,510.41,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2023-12-31,2024-01-05,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,1274.02,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-04-11,2023-04-17,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,180.08,Turista econômico
Visitar familiares,Família com crianças,Parques aquáticos,2023-07-18,2023-07-22,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,709.95,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-18,2023-01-22,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,478.97,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-07,2023-01-14,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,210.66,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-12-02,2023-12-08,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,479.75,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2023-07-28,2023-08-04,Goiânia - GO,Superior Completo,Estudante,6 a 10 salários mínimos,553.78,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2023-08-18,2023-08-22,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,439.61,Turista de Evento
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-04-30,2023-05-02,São José do Rio Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,651.06,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-02-02,2023-02-09,São Paulo - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,462.89,Familia de parques aquaticos
Lazer,Casal,Conhecer pontos turísticos principais,2023-12-24,2023-12-28,São Paulo - SP,Superior Completo,CLT,Até 3 salários mínimos,531.55,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-07-15,2023-07-20,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,1541.21,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2023-08-21,2023-08-22,Curitiba - PR,Ensino Médio,CLT,Até 3 salários mínimos,154.85,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2023-07-20,2023-07-25,Curitiba - PR,Superior Completo,CLT,Até 3 salários mínimos,603.04,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-03,2023-12-10,Curitiba - PR,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,697.59,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2023-07-13,2023-07-21,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,180.75,Turista econômico
Visitar familiares,Casal,Hoteis,2023-12-30,2024-01-04,Curitiba - PR,Pós-graduação,Aposentado,3 a 6 salários mínimos,1835.17,Turista fiel premium
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2023-07-31,2023-08-07,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,518.94,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-07-20,2023-07-25,São Paulo - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,459.29,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2023-01-30,2023-02-01,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,159.23,Turista Corporativo
Visitar familiares,Família com crianças,Participar de eventos da cidade,2023-01-22,2023-01-29,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,154.38,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-10-01,2023-10-10,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,498.11,Turista econômico
Saúde/Bem-estar,Sozinho,Parques aquáticos,2023-07-21,2023-07-27,São José do Rio Preto - SP,Pós-graduação,Estudante,3 a 6 salários mínimos,459.28,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-07-13,2023-07-18,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,778.39,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2023-07-30,2023-08-05,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,500.7,Familia de parques aquaticos
Eventos,Família com crianças,Participar de eventos da cidade,2023-08-18,2023-08-22,Curitiba - PR,Superior Completo,Aposentado,3 a 6 salários mínimos,444.23,Turista de Evento
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2023-04-24,2023-05-01,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,160.78,Turista econômico
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2023-12-10,2023-12-15,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,125.1,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2023-06-04,2023-06-10,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,509.65,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2023-01-11,2023-01-15,São José do Rio Preto - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,675.6,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-12-31,2024-01-05,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,783.18,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2023-01-22,2023-01-29,Ribeirão Preto - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,747.39,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2023-12-12,2023-12-17,São Paulo - SP,Superior Completo,Aposentado,Até 3 salários mínimos,651.12,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2023-12-13,2023-12-17,Curitiba - PR,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1223.14,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2023-10-16,2023-10-20,São Paulo - SP,Superior Incompleto,Assalariado,3 a 6 salários mínimos,424.96,Familia de parques aquaticos
Negócios,Casal,"Restaurantes, parques, saídas à noite",2023-04-20,2023-04-23,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,456.64,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-07-24,2023-07-30,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,719.82,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-18,2023-01-24,São Paulo - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,695.11,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-04-03,2023-04-08,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,488.72,Familia de parques aquaticos
Negócios,Família com crianças,Parques aquáticos,2023-12-14,2023-12-18,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,463.83,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-07-23,2023-07-27,Ribeirão Preto - SP,Pós-graduação,Estudante,Até 3 salários mínimos,782.77,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-04-04,2023-04-08,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,223.76,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-18,2023-01-25,Goiânia - GO,Ensino Médio,CLT,3 a 6 salários mínimos,373.72,Turista econômico
Eventos,Família com crianças,Conhecer pontos turísticos principais,2023-07-04,2023-07-13,Belo Horizonte - MG,Superior Incompleto,CLT,Até 3 salários mínimos,211.41,Turista econômico
Visitar familiares,Casal,Conhecer pontos turísticos principais,2023-12-30,2024-01-06,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,112.24,Turista econômico
Negócios,Família com crianças,Parques aquáticos,2023-07-08,2023-07-13,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,246.46,Familia de parques aquaticos
Visitar familiares,Sozinho,Parques aquáticos,2023-07-16,2023-07-25,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,167.5,Turista econômico
Negócios,Casal,Parques aquáticos,2023-02-17,2023-02-24,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,179.21,Familia de parques aquaticos
Eventos,Família com crianças,Participar de eventos da cidade,2023-04-24,2023-05-01,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1545.52,Turista de Evento
Negócios,Sozinho,Hoteis,2023-09-25,2023-09-27,Campinas - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,186.78,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-11-13,2023-11-14,Campinas - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,746.42,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-12-03,2023-12-09,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,229.61,Turista econômico
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2023-07-01,2023-07-05,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,638.47,Familia de parques aquaticos
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2023-07-15,2023-07-21,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,140.78,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-04-22,2023-04-26,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,675.52,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-07-14,2023-07-21,Curitiba - PR,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,668.73,Familia de parques aquaticos
Saúde/Bem-estar,Casal,Hoteis,2023-07-15,2023-07-21,Curitiba - PR,Superior Completo,Servidor Público,3 a 6 salários mínimos,670.29,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2023-01-26,2023-01-30,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,483.75,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,"Restaurantes, parques, saídas à noite",2023-12-26,2024-01-01,São Paulo - SP,Superior Completo,Aposentado,Mais de 10 salários mínimos,229.03,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-09-02,2023-09-11,Goiânia - GO,Pós-graduação,Assalariado,Até 3 salários mínimos,136.54,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-07-31,2023-08-04,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,209.95,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2023-01-25,2023-02-01,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,152.96,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2023-10-12,2023-10-14,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1371.19,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2023-01-11,2023-01-18,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,139.29,Turista econômico
Negócios,Sozinho,Hoteis,2023-04-29,2023-05-03,Curitiba - PR,Ensino Médio,CLT,3 a 6 salários mínimos,126.93,Turista Corporativo
Visitar familiares,Casal,Parques aquáticos,2023-04-28,2023-05-02,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1932.81,Turista fiel premium
Eventos,Casal,"Restaurantes, parques, saídas à noite",2023-04-30,2023-05-02,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,614.49,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2023-06-07,2023-06-11,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,680.49,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2023-09-30,2023-10-04,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,746.63,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2023-04-22,2023-04-23,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,466.01,Casal de fim de semana
Eventos,Família com crianças,Parques aquáticos,2023-07-05,2023-07-12,Belo Horizonte - MG,Ensino Médio,Servidor Público,Até 3 salários mínimos,179.18,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2023-07-30,2023-08-05,Ribeirão Preto - SP,Superior Completo,CLT,3 a 6 salários mínimos,519.85,Familia de parques aquaticos
