Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Lazer,Família com crianças,Hoteis,2025-07-04,2025-07-11,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,574.65,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-08-23,2025-08-31,Campinas - SP,Pós-graduação,Aposentado,Até 3 salários mínimos,200.11,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-22,2025-12-27,Ribeirão Preto - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,498.24,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-20,2025-07-27,Campinas - SP,Superior Incompleto,CLT,3 a 6 salários mínimos,305.15,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-31,2025-02-06,Curitiba - PR,Superior Completo,Estudante,6 a 10 salários mínimos,763.64,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-04-04,2025-04-07,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,560.21,Casal de fim de semana
Negócios,Sozinho,Hoteis,2025-06-26,2025-06-29,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,119.97,Turista Corporativo
Visitar familiares,Família com crianças,Hoteis,2025-10-10,2025-10-12,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,725.18,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-12-24,2025-12-28,São José do Rio Preto - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,721.23,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-31,2026-01-04,São José do Rio Preto - SP,Pós-graduação,Aposentado,Até 3 salários mínimos,1964.46,Turista fiel premium
Visitar familiares,Casal,Hoteis,2025-06-03,2025-06-06,Belo Horizonte - MG,Ensino Médio,Assalariado,3 a 6 salários mínimos,1737.29,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-12,2025-07-20,São Paulo - SP,Superior Completo,CLT,Até 3 salários mínimos,176.69,Turista econômico
Saúde/Bem-estar,Família com crianças,Participar de eventos da cidade,2025-12-03,2025-12-07,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,362.7,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2025-07-12,2025-07-19,Belo Horizonte - MG,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,637.05,Familia de parques aquaticos
Negócios,Grupo de amigos,Parques aquáticos,2025-12-28,2026-01-02,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,174.99,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2025-10-10,2025-10-15,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,744.96,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-26,2026-01-02,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,450.29,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-27,2025-12-31,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,771.89,Familia de parques aquaticos
Eventos,Casal,Parques aquáticos,2025-02-21,2025-02-25,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1174.31,Casal de fim de semana
Lazer,Família com crianças,Hoteis,2025-10-10,2025-10-14,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,1133.97,Turista fiel premium
Negócios,Casal,Hoteis,2025-06-18,2025-06-21,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,164.9,Turista Corporativo
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-07-22,2025-07-29,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,217.45,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-12-21,2025-12-26,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,461.08,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-12-31,2026-01-04,Goiânia - GO,Superior Completo,Aposentado,6 a 10 salários mínimos,502.95,Turista fiel premium
Lazer,Grupo de amigos,Parques aquáticos,2025-08-22,2025-08-26,Belo Horizonte - MG,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,705.91,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2025-08-20,2025-08-24,São José do Rio Preto - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,342.8,Turista de Evento
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-07-02,2025-07-10,São José do Rio Preto - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,105.5,Turista econômico
Lazer,Sozinho,Participar de eventos da cidade,2025-09-06,2025-09-09,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,631.31,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-18,2025-01-27,São José do Rio Preto - SP,Ensino Médio,Estudante,Mais de 10 salários mínimos,121.13,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-18,2025-01-24,Campinas - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,588.78,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-23,2025-07-27,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,454.88,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-12-25,2025-12-29,Curitiba - PR,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1905.76,Turista fiel premium
Saúde/Bem-estar,Grupo de amigos,Parques aquáticos,2025-07-31,2025-08-07,Belo Horizonte - MG,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,955.2,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-07-18,2025-07-26,Goiânia - GO,Ensino Médio,Servidor Público,Até 3 salários mínimos,182.59,Turista econômico
Eventos,Casal,Participar de eventos da cidade,2025-01-27,2025-02-01,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,247.87,Turista de Evento
Negócios,Sozinho,Hoteis,2025-10-24,2025-10-28,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,113.55,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-06,2025-09-08,Campinas - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,784.05,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-09-16,2025-09-23,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,548.69,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-23,2025-12-31,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,197.31,Turista econômico
Saúde/Bem-estar,Sozinho,Hoteis,2025-12-18,2025-12-21,São José do Rio Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,141.52,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-07-05,2025-07-10,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1835.21,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-06-05,2025-06-10,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,1134.49,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-02-14,2025-02-20,São Paulo - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,335.43,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-12-23,2025-12-26,São Paulo - SP,Pós-graduação,CLT,3 a 6 salários mínimos,1809.78,Turista fiel premium
Lazer,Casal,Hoteis,2025-11-13,2025-11-17,São José do Rio Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,680.58,Casal de fim de semana
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-08,2025-12-15,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,575.43,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2025-11-02,2025-11-07,Belo Horizonte - MG,Ensino Médio,Assalariado,Até 3 salários mínimos,146.01,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-01-11,2025-01-16,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,523.24,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-07-01,2025-07-05,São Paulo - SP,Pós-graduação,Estudante,Mais de 10 salários mínimos,1485.92,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-10-26,2025-10-28,Goiânia - GO,Superior Completo,CLT,6 a 10 salários mínimos,572.49,Casal de fim de semana
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-01-31,2025-02-07,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,195.01,Turista econômico
Saúde/Bem-estar,Casal,"Restaurantes, parques, saídas à noite",2025-04-22,2025-04-25,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,177.16,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-02-16,2025-02-21,Belo Horizonte - MG,Superior Incompleto,CLT,6 a 10 salários mínimos,521.95,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-07-14,2025-07-15,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,235.59,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-06-08,2025-06-15,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,797.39,Familia de parques aquaticos
Lazer,Sozinho,Conhecer pontos turísticos principais,2025-01-30,2025-02-02,Goiânia - GO,Ensino Médio,Aposentado,Até 3 salários mínimos,140.69,Turista Corporativo
Visitar familiares,Família com crianças,Hoteis,2025-10-12,2025-10-14,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,1051.6,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2025-08-23,2025-08-27,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,517.69,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-30,2026-01-05,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,772.1,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-04-10,2025-04-14,São Paulo - SP,Superior Completo,Aposentado,3 a 6 salários mínimos,105.47,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-01-06,2025-01-11,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1151.81,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2025-12-23,2025-12-26,São Paulo - SP,Pós-graduação,Assalariado,Mais de 10 salários mínimos,1737.53,Turista fiel premium
Negócios,Sozinho,Hoteis,2025-07-22,2025-07-24,Goiânia - GO,Ensino Médio,Aposentado,6 a 10 salários mínimos,190.95,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-01-07,2025-01-12,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,752.64,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-12-21,2025-12-24,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,229.9,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-05,2025-07-12,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,230.96,Turista econômico
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-19,2025-08-23,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,606.69,Turista de Evento
Eventos,Grupo de amigos,Parques aquáticos,2025-12-25,2025-12-30,Campinas - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1418.67,Turista fiel premium
Lazer,Família com crianças,Hoteis,2025-08-09,2025-08-13,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,494.78,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-04-03,2025-04-09,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,248.07,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-16,2025-01-23,São Paulo - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,369.76,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2025-09-15,2025-09-19,São Paulo - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,564.55,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-01-23,2025-02-01,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,120.01,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-10-13,2025-10-18,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1134.32,Turista fiel premium
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2025-12-26,2025-12-30,Campinas - SP,Pós-graduação,CLT,Mais de 10 salários mínimos,999.18,Turista fiel premium
Visitar familiares,Sozinho,"Restaurantes, parques, saídas à noite",2025-09-11,2025-09-14,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,172.47,Turista Corporativo
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-01-16,2025-01-25,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,157.29,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-10,2025-12-14,Ribeirão Preto - SP,Superior Completo,CLT,3 a 6 salários mínimos,609.71,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2025-10-21,2025-10-25,Curitiba - PR,Pós-graduação,CLT,Até 3 salários mínimos,1162.97,Turista fiel premium
Visitar familiares,Família com crianças,Hoteis,2025-01-17,2025-01-26,Ribeirão Preto - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,194.78,Turista econômico
Negócios,Sozinho,Hoteis,2025-08-13,2025-08-15,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,128.33,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-09-20,2025-09-24,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,108.52,Turista Corporativo
Visitar familiares,Sozinho,Hoteis,2025-10-31,2025-11-04,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,601.83,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-11-02,2025-11-05,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,721.55,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-10-10,2025-10-17,Curitiba - PR,Ensino Médio,CLT,6 a 10 salários mínimos,775.9,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-05,2025-01-11,Ribeirão Preto - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,138.76,Turista econômico
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-07-16,2025-07-22,Ribeirão Preto - SP,Superior Incompleto,CLT,Até 3 salários mínimos,217.35,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-04,2025-12-09,Goiânia - GO,Superior Completo,Assalariado,Mais de 10 salários mínimos,1598.04,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-07-16,2025-07-21,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,506.23,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-08,2025-01-14,Curitiba - PR,Ensino Médio,CLT,Até 3 salários mínimos,134.87,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-11-10,2025-11-17,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,101.1,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-10,2025-07-16,Campinas - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,795.18,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-19,2025-01-26,Ribeirão Preto - SP,Ensino Médio,CLT,Até 3 salários mínimos,168.59,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-03,2025-07-07,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,618.5,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2025-07-13,2025-07-22,Goiânia - GO,Ensino Médio,Aposentado,Até 3 salários mínimos,178.83,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-12,2025-07-16,Campinas - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,671.28,Familia de parques aquaticos
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-21,2025-08-27,Curitiba - PR,Ensino Médio,Estudante,3 a 6 salários mínimos,334.0,Turista de Evento
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-19,2025-01-27,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,471.24,Turista econômico
Visitar familiares,Sozinho,Hoteis,2025-12-30,2026-01-03,São Paulo - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,1593.25,Turista fiel premium
Negócios,Sozinho,Hoteis,2025-03-21,2025-03-24,São Paulo - SP,Superior Completo,Aposentado,3 a 6 salários mínimos,247.35,Turista Corporativo
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-21,2025-08-27,Goiânia - GO,Superior Incompleto,CLT,3 a 6 salários mínimos,411.97,Turista de Evento
Negócios,Casal,Hoteis,2025-10-10,2025-10-14,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,3 a 6 salários mínimos,1554.88,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-13,2025-07-21,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,163.16,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-07,2025-01-12,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,635.38,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-11-13,2025-11-16,São Paulo - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,286.62,Turista Corporativo
Eventos,Casal,Parques aquáticos,2025-07-09,2025-07-13,Ribeirão Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,558.11,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-12-24,2025-12-30,São José do Rio Preto - SP,Ensino Médio,CLT,3 a 6 salários mínimos,159.13,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-06-02,2025-06-06,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,749.92,Familia de parques aquaticos
Negócios,Família com crianças,Hoteis,2025-11-03,2025-11-06,Campinas - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,215.44,Turista Corporativo
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-22,2025-12-28,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,127.79,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-23,2025-07-31,Campinas - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,222.25,Turista econômico
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2025-11-21,2025-11-24,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,541.83,Casal de fim de semana
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2025-07-10,2025-07-14,Belo Horizonte - MG,Pós-graduação,CLT,3 a 6 salários mínimos,488.33,Familia de parques aquaticos
Visitar familiares,Sozinho,Participar de eventos da cidade,2025-07-18,2025-07-25,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,157.92,Turista econômico
Negócios,Sozinho,Hoteis,2025-04-12,2025-04-13,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,135.8,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-12-25,2025-12-30,Belo Horizonte - MG,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1374.89,Turista fiel premium
Negócios,Sozinho,Hoteis,2025-10-27,2025-10-30,São Paulo - SP,Superior Completo,Aposentado,3 a 6 salários mínimos,405.09,Turista Corporativo
Negócios,Sozinho,Participar de eventos da cidade,2025-01-31,2025-02-03,São Paulo - SP,Pós-graduação,CLT,Até 3 salários mínimos,189.52,Turista Corporativo
Negócios,Grupo de amigos,Participar de eventos da cidade,2025-08-19,2025-08-23,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,428.43,Turista de Evento
Lazer,Casal,Parques aquáticos,2025-12-30,2026-01-05,Curitiba - PR,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,714.11,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-07-04,2025-07-11,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,582.73,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-19,2025-12-27,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,140.36,Turista econômico
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-05,2025-09-08,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,735.22,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-05-28,2025-06-02,Goiânia - GO,Ensino Médio,CLT,6 a 10 salários mínimos,764.87,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-31,2026-01-06,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,713.56,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-07-13,2025-07-20,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,971.81,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-01-31,2025-02-07,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,582.71,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-29,2026-01-03,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,301.41,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-12-17,2025-12-22,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,789.93,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-01-07,2025-01-11,Goiânia - GO,Superior Incompleto,Assalariado,6 a 10 salários mínimos,762.86,Familia de parques aquaticos
Negócios,Família com crianças,Hoteis,2025-10-19,2025-10-21,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,126.24,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-01-09,2025-01-11,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,149.32,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-01-11,2025-01-18,Belo Horizonte - MG,Superior Completo,Estudante,6 a 10 salários mínimos,450.37,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-12-23,2025-12-27,Campinas - SP,Superior Incompleto,Estudante,Mais de 10 salários mínimos,1655.29,Turista fiel premium
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-01-20,2025-01-28,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,181.78,Turista econômico
Saúde/Bem-estar,Casal,Conhecer pontos turísticos principais,2025-01-12,2025-01-18,Belo Horizonte - MG,Ensino Médio,Assalariado,Até 3 salários mínimos,149.86,Turista econômico
Lazer,Casal,Hoteis,2025-01-10,2025-01-15,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,750.48,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-02,2025-12-06,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,496.4,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2025-06-02,2025-06-07,Ribeirão Preto - SP,Pós-graduação,CLT,Até 3 salários mínimos,1484.43,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-12-25,2025-12-29,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,629.78,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2025-01-22,2025-01-28,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,725.84,Familia de parques aquaticos
Lazer,Casal,Hoteis,2025-07-16,2025-07-20,São Paulo - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,689.13,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-07-30,2025-08-05,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,368.9,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-03,2025-07-08,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,633.96,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-09,2025-01-16,Goiânia - GO,Superior Completo,CLT,6 a 10 salários mínimos,459.46,Familia de parques aquaticos
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-20,2025-08-25,Campinas - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,393.46,Turista de Evento
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-12-05,2025-12-12,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,164.97,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-08,2025-01-12,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,595.08,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2025-12-09,2025-12-14,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,774.35,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-05,2025-09-07,Campinas - SP,Pós-graduação,CLT,6 a 10 salários mínimos,749.1,Casal de fim de semana
Eventos,Grupo de amigos,Participar de eventos da cidade,2025-08-19,2025-08-24,Goiânia - GO,Superior Incompleto,Assalariado,3 a 6 salários mínimos,257.49,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2025-12-23,2025-12-28,São Paulo - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,260.43,Familia de parques aquaticos
Lazer,Casal,Participar de eventos da cidade,2025-12-14,2025-12-18,Ribeirão Preto - SP,Ensino Médio,CLT,Mais de 10 salários mínimos,226.71,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-11-05,2025-11-11,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,105.57,Turista econômico
