Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Visitar familiares,Família com crianças,Participar de eventos da cidade,2021-07-24,2021-08-01,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,145.01,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-12-09,2021-12-15,Campinas - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,645.12,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2021-01-25,2021-02-02,Belo Horizonte - MG,Superior Completo,Aposentado,Até 3 salários mínimos,200.98,Turista econômico
Visitar familiares,Grupo de amigos,Hoteis,2022-01-01,2022-01-06,São Paulo - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,885.61,Turista fiel premium
Negócios,Sozinho,Hoteis,2021-10-28,2021-11-01,Ribeirão Preto - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,127.58,Turista Corporativo
Negócios,Sozinho,Hoteis,2021-10-08,2021-10-09,São Paulo - SP,Ensino Médio,CLT,3 a 6 salários mínimos,159.55,Turista Corporativo
Eventos,Casal,"Restaurantes, parques, saídas à noite",2021-09-06,2021-09-08,Curitiba - PR,Superior Completo,Aposentado,Até 3 salários mínimos,509.71,Casal de fim de semana
Visitar familiares,Grupo de amigos,Parques aquáticos,2021-12-18,2021-12-23,Campinas - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,609.79,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2021-10-12,2021-10-17,Belo Horizonte - MG,Pós-graduação,Servidor Público,Até 3 salários mínimos,1164.29,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-01-25,2021-02-01,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,658.95,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-03,2021-01-10,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,630.81,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-04-04,2021-04-09,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,672.91,Familia de parques aquaticos
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2021-05-25,2021-05-31,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,337.68,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2021-12-11,2021-12-15,São Paulo - SP,Superior Completo,Aposentado,Até 3 salários mínimos,783.08,Familia de parques aquaticos
Negócios,Família com crianças,Parques aquáticos,2021-12-23,2021-12-28,São Paulo - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,791.24,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2021-01-11,2021-01-18,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,106.33,Turista econômico
Negócios,Sozinho,Parques aquáticos,2021-07-11,2021-07-15,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,546.64,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-06-05,2021-06-07,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1206.11,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-07-21,2021-07-27,São Paulo - SP,Superior Completo,CLT,3 a 6 salários mínimos,603.55,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-19,2021-07-24,São José do Rio Preto - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,563.29,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-25,2021-08-01,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,759.03,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2021-10-11,2021-10-13,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,148.39,Turista Corporativo
Eventos,Casal,"Restaurantes, parques, saídas à noite",2021-04-19,2021-04-23,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,634.04,Casal de fim de semana
Lazer,Grupo de amigos,Hoteis,2021-02-10,2021-02-14,Campinas - SP,Pós-graduação,Servidor Público,3 a 6 salários mínimos,262.14,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-03,2021-12-10,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,916.54,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-12-31,2022-01-07,São José do Rio Preto - SP,Superior Completo,Estudante,3 a 6 salários mínimos,599.48,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2021-01-11,2021-01-17,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,671.63,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2021-08-18,2021-08-25,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,105.2,Familia de parques aquaticos
Saúde/Bem-estar,Casal,"Restaurantes, parques, saídas à noite",2021-05-22,2021-05-24,Belo Horizonte - MG,Superior Incompleto,CLT,3 a 6 salários mínimos,342.07,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2021-02-09,2021-02-15,São José do Rio Preto - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,510.52,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-06-04,2021-06-08,Goiânia - GO,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1321.17,Turista fiel premium
Eventos,Família com crianças,Conhecer pontos turísticos principais,2021-07-11,2021-07-18,Curitiba - PR,Superior Incompleto,Aposentado,Até 3 salários mínimos,204.67,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-11,2021-01-17,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,211.8,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-07,2021-07-14,São José do Rio Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,139.94,Turista econômico
Negócios,Sozinho,Hoteis,2021-06-07,2021-06-09,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1539.47,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-02-27,2021-03-05,São Paulo - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,193.15,Turista econômico
Negócios,Sozinho,"Restaurantes, parques, saídas à noite",2021-04-15,2021-04-18,Ribeirão Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,193.46,Turista Corporativo
Visitar familiares,Família com crianças,Parques aquáticos,2021-07-09,2021-07-15,Ribeirão Preto - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,241.78,Turista econômico
Lazer,Família com crianças,Hoteis,2021-12-17,2021-12-21,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,619.63,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2021-10-11,2021-10-13,Curitiba - PR,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,1222.3,Turista fiel premium
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2021-05-01,2021-05-08,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,234.58,Turista econômico
Visitar familiares,Casal,Hoteis,2021-12-31,2022-01-05,Belo Horizonte - MG,Pós-graduação,CLT,3 a 6 salários mínimos,1048.11,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-03-16,2021-03-21,São Paulo - SP,Ensino Médio,Aposentado,Mais de 10 salários mínimos,645.07,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2021-11-23,2021-11-26,Curitiba - PR,Ensino Médio,Estudante,Até 3 salários mínimos,128.19,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-01-23,2021-01-30,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,746.15,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-02-17,2021-02-24,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,684.97,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-02,2021-01-11,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,159.12,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2021-05-06,2021-05-10,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,847.1,Turista Corporativo
Visitar familiares,Família com crianças,Parques aquáticos,2021-01-30,2021-02-03,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,766.29,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2021-01-15,2021-01-19,Campinas - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,656.61,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-26,2022-01-01,Ribeirão Preto - SP,Pós-graduação,CLT,3 a 6 salários mínimos,391.46,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2021-07-05,2021-07-10,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,512.6,Familia de parques aquaticos
Lazer,Sozinho,Participar de eventos da cidade,2021-12-01,2021-12-08,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,624.52,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2021-06-04,2021-06-07,Belo Horizonte - MG,Ensino Médio,Assalariado,Até 3 salários mínimos,122.24,Turista fiel premium
Visitar familiares,Casal,Parques aquáticos,2021-12-30,2022-01-03,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1629.82,Turista fiel premium
Eventos,Casal,Hoteis,2021-10-10,2021-10-15,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,877.91,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2021-12-17,2021-12-21,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,691.03,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2021-07-17,2021-07-24,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,512.97,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-07-14,2021-07-21,Ribeirão Preto - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,152.45,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-02-17,2021-02-23,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,649.12,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2021-01-15,2021-01-23,São José do Rio Preto - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,222.12,Turista econômico
Negócios,Casal,Hoteis,2021-07-01,2021-07-02,Ribeirão Preto - SP,Pós-graduação,CLT,Até 3 salários mínimos,1136.55,Turista Corporativo
Visitar familiares,Família com crianças,Hoteis,2021-12-25,2021-12-27,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,904.16,Turista fiel premium
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-12-23,2021-12-30,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,503.93,Familia de parques aquaticos
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2021-12-13,2021-12-20,São Paulo - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,105.48,Turista econômico
Visitar familiares,Família com crianças,Parques aquáticos,2021-04-21,2021-04-27,São Paulo - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,146.82,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-12-29,2022-01-03,Belo Horizonte - MG,Pós-graduação,Estudante,6 a 10 salários mínimos,642.28,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-16,2021-01-20,São José do Rio Preto - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,260.76,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-06-02,2021-06-07,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,911.5,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-12-31,2022-01-04,Belo Horizonte - MG,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1639.54,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-12-30,2021-12-31,São Paulo - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,700.0,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2021-12-13,2021-12-17,Campinas - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,734.87,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-10-21,2021-10-28,Campinas - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,369.22,Familia de parques aquaticos
Visitar familiares,Casal,Participar de eventos da cidade,2021-08-21,2021-08-25,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,413.41,Turista de Evento
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-07,2021-07-15,Curitiba - PR,Pós-graduação,Assalariado,Até 3 salários mínimos,219.15,Turista econômico
Eventos,Casal,"Restaurantes, parques, saídas à noite",2021-07-26,2021-07-31,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,262.48,Turista de Evento
Negócios,Família com crianças,"Restaurantes, parques, saídas à noite",2021-08-20,2021-08-27,São Paulo - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,337.04,Turista de Evento
Negócios,Sozinho,Parques aquáticos,2021-12-10,2021-12-15,Campinas - SP,Superior Completo,Aposentado,Até 3 salários mínimos,475.11,Familia de parques aquaticos
Eventos,Casal,Participar de eventos da cidade,2021-12-23,2021-12-30,São Paulo - SP,Superior Completo,CLT,3 a 6 salários mínimos,340.88,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2021-07-14,2021-07-20,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,105.68,Familia de parques aquaticos
Lazer,Casal,Hoteis,2021-04-29,2021-04-30,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,670.73,Casal de fim de semana
Visitar familiares,Casal,Conhecer pontos turísticos principais,2021-07-17,2021-07-26,São Paulo - SP,Pós-graduação,CLT,Até 3 salários mínimos,149.73,Turista econômico
Negócios,Casal,"Restaurantes, parques, saídas à noite",2021-04-06,2021-04-08,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,679.71,Casal de fim de semana
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2021-05-01,2021-05-02,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,661.34,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2021-04-03,2021-04-08,Campinas - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,737.6,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-21,2021-01-27,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,490.6,Familia de parques aquaticos
Negócios,Família com crianças,Conhecer pontos turísticos principais,2021-01-17,2021-01-26,Curitiba - PR,Superior Incompleto,Assalariado,Até 3 salários mínimos,239.08,Turista econômico
Negócios,Sozinho,Participar de eventos da cidade,2021-08-20,2021-08-26,Campinas - SP,Superior Incompleto,Assalariado,3 a 6 salários mínimos,410.46,Turista de Evento
Negócios,Sozinho,Hoteis,2021-04-05,2021-04-08,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,200.92,Turista Corporativo
Negócios,Sozinho,Hoteis,2021-02-01,2021-02-03,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1565.7,Turista Corporativo
Negócios,Sozinho,Participar de eventos da cidade,2021-12-23,2021-12-25,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,170.04,Turista Corporativo
Negócios,Família com crianças,Parques aquáticos,2021-10-13,2021-10-20,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,798.59,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2021-01-25,2021-02-01,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,675.17,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-12-23,2021-12-28,São José do Rio Preto - SP,Pós-graduação,Estudante,Mais de 10 salários mínimos,1640.07,Turista fiel premium
Lazer,Sozinho,Parques aquáticos,2021-07-01,2021-07-08,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1781.57,Familia de parques aquaticos
Negócios,Sozinho,Participar de eventos da cidade,2021-06-24,2021-06-25,São José do Rio Preto - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,402.09,Turista Corporativo
Negócios,Sozinho,Hoteis,2021-11-22,2021-11-26,São José do Rio Preto - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,120.99,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-08-19,2021-08-23,São Paulo - SP,Ensino Médio,Assalariado,3 a 6 salários mínimos,108.41,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2021-02-08,2021-02-09,Ribeirão Preto - SP,Pós-graduação,CLT,Até 3 salários mínimos,173.33,Turista Corporativo
Negócios,Sozinho,"Restaurantes, parques, saídas à noite",2021-08-23,2021-08-25,São José do Rio Preto - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,262.79,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-12-14,2021-12-21,Belo Horizonte - MG,Superior Incompleto,CLT,6 a 10 salários mínimos,791.55,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-01-23,2021-01-31,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,165.8,Turista econômico
Visitar familiares,Casal,Hoteis,2021-06-02,2021-06-06,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1768.89,Turista fiel premium
Lazer,Grupo de amigos,Parques aquáticos,2021-01-16,2021-01-20,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,723.9,Familia de parques aquaticos
Saúde/Bem-estar,Sozinho,Participar de eventos da cidade,2021-09-17,2021-09-22,São Paulo - SP,Ensino Médio,CLT,3 a 6 salários mínimos,375.29,Turista de Evento
Saúde/Bem-estar,Sozinho,Hoteis,2021-11-29,2021-12-02,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,165.2,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-07-03,2021-07-08,Ribeirão Preto - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,657.45,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-29,2021-02-03,São Paulo - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,367.02,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-07,2021-12-13,Belo Horizonte - MG,Superior Incompleto,Aposentado,Até 3 salários mínimos,388.44,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-31,2022-01-05,São José do Rio Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,643.46,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2021-06-04,2021-06-09,São José do Rio Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1870.19,Turista fiel premium
Visitar familiares,Família com crianças,Participar de eventos da cidade,2021-08-21,2021-08-25,Goiânia - GO,Ensino Médio,CLT,3 a 6 salários mínimos,298.1,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2021-01-23,2021-01-30,Goiânia - GO,Superior Completo,Assalariado,Até 3 salários mínimos,711.55,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-12-03,2021-12-10,São Paulo - SP,Superior Completo,Estudante,Até 3 salários mínimos,566.52,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-29,2021-02-04,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,488.84,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-10-10,2021-10-15,Goiânia - GO,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1702.73,Turista fiel premium
Negócios,Família com crianças,Parques aquáticos,2021-01-15,2021-01-22,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,740.35,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-02-03,2021-02-08,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,610.26,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-09-24,2021-09-28,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,789.35,Familia de parques aquaticos
Lazer,Sozinho,"Restaurantes, parques, saídas à noite",2021-09-24,2021-09-27,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,151.42,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-06-06,2021-06-11,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,529.37,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2021-01-06,2021-01-11,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,490.92,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2021-07-06,2021-07-12,Curitiba - PR,Superior Completo,Estudante,Mais de 10 salários mínimos,254.99,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2021-01-29,2021-02-04,Goiânia - GO,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1704.99,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-04,2021-07-12,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,192.63,Turista econômico
Visitar familiares,Casal,Conhecer pontos turísticos principais,2021-06-05,2021-06-07,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1273.31,Turista fiel premium
Negócios,Sozinho,Hoteis,2021-06-28,2021-07-01,Belo Horizonte - MG,Ensino Médio,Assalariado,Até 3 salários mínimos,166.84,Turista Corporativo
Eventos,Família com crianças,Participar de eventos da cidade,2021-08-06,2021-08-13,Campinas - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,367.44,Turista de Evento
Visitar familiares,Grupo de amigos,Participar de eventos da cidade,2021-08-20,2021-08-27,São Paulo - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,342.42,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2021-07-24,2021-07-31,Ribeirão Preto - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,726.93,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2021-07-08,2021-07-12,Goiânia - GO,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,305.44,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2021-06-02,2021-06-06,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,470.48,Turista fiel premium
Lazer,Casal,Participar de eventos da cidade,2021-04-29,2021-05-01,São José do Rio Preto - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,514.14,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-08-20,2021-08-27,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,177.73,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-11-11,2021-11-15,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,770.61,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2021-12-11,2021-12-16,Belo Horizonte - MG,Superior Incompleto,CLT,6 a 10 salários mínimos,460.07,Familia de parques aquaticos
Negócios,Sozinho,Participar de eventos da cidade,2021-03-01,2021-03-02,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,172.64,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2021-07-25,2021-07-29,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,772.03,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2021-04-30,2021-05-01,São Paulo - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,365.63,Casal de fim de semana
Lazer,Casal,Parques aquáticos,2021-09-16,2021-09-23,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,656.28,Familia de parques aquaticos
Eventos,Sozinho,Participar de eventos da cidade,2021-08-21,2021-08-25,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,349.16,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2021-12-15,2021-12-20,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,551.71,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2021-01-17,2021-01-23,Goiânia - GO,Pós-graduação,CLT,Até 3 salários mínimos,159.22,Turista econômico
Saúde/Bem-estar,Casal,"Restaurantes, parques, saídas à noite",2021-03-04,2021-03-06,São José do Rio Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,703.82,Casal de fim de semana
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2021-12-16,2021-12-24,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,168.2,Turista econômico
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2021-04-21,2021-04-23,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,668.13,Casal de fim de semana
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-01-28,2021-02-03,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,837.92,Turista econômico
Lazer,Casal,Parques aquáticos,2021-06-05,2021-06-10,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,497.07,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-01-02,2021-01-09,Goiânia - GO,Superior Completo,Servidor Público,6 a 10 salários mínimos,656.87,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2021-12-01,2021-12-07,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,599.85,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2021-02-28,2021-03-06,Campinas - SP,Superior Completo,Estudante,Até 3 salários mínimos,638.45,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2021-07-13,2021-07-22,São Paulo - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,114.66,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2021-07-16,2021-07-20,Curitiba - PR,Ensino Médio,Aposentado,6 a 10 salários mínimos,637.54,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2021-07-09,2021-07-15,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,179.66,Turista econômico
