Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Lazer,Família com crianças,Centros de Evento,2025-07-05,2025-07-09,Campinas - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,679.11,Familia de parques aquaticos
Lazer,Casal,Pontos Culturais,2025-05-01,2025-05-02,São José do Rio Preto - SP,Superior Completo,CLT,Até 3 salários mínimos,572.41,Casal de fim de semana
Lazer,Família com crianças,Hoteis,2025-07-10,2025-07-15,Belo Horizonte - MG,Pós-graduação,Servidor Público,Até 3 salários mínimos,191.05,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques de Entretenimento,2025-12-30,2026-01-03,Goiânia - GO,Superior Incompleto,Estudante,3 a 6 salários mínimos,292.3,Familia de parques aquaticos
Eventos,Sozinho,Hoteis,2025-12-01,2025-12-02,Curitiba - PR,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1950.35,Turista Corporativo
Negócios,Família com crianças,Hoteis,2025-12-04,2025-12-08,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,129.25,Turista Corporativo
Lazer,Grupo de amigos,Hoteis,2025-12-14,2025-12-20,Campinas - SP,Superior Incompleto,CLT,Até 3 salários mínimos,362.09,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2025-07-25,2025-08-01,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,683.07,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques Aquáticos,2025-12-30,2026-01-03,Curitiba - PR,Ensino Médio,Assalariado,Até 3 salários mínimos,118.12,Casal de fim de semana
Visitar familiares,Sozinho,Restaurantes,2025-10-16,2025-10-23,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,590.81,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Parques de Entretenimento,2025-10-13,2025-10-18,Goiânia - GO,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1688.84,Turista fiel premium
Negócios,Sozinho,Hoteis,2025-10-31,2025-11-03,Goiânia - GO,Ensino Médio,Servidor Público,Até 3 salários mínimos,168.03,Turista Corporativo
Visitar familiares,Família com crianças,Pontos Culturais,2025-12-19,2025-12-28,São Paulo - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,157.61,Turista econômico
Visitar familiares,Família com crianças,Pontos Culturais,2025-06-10,2025-06-16,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,124.84,Turista econômico
Negócios,Grupo de amigos,Pontos Turisticos,2025-12-08,2025-12-14,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,522.4,Familia de parques aquaticos
Eventos,Grupo de amigos,Restaurantes,2025-08-19,2025-08-25,Belo Horizonte - MG,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1485.4,Turista de Evento
Lazer,Sozinho,Pontos Culturais,2025-01-28,2025-02-02,São Paulo - SP,Superior Completo,CLT,3 a 6 salários mínimos,1677.96,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-02-07,2025-02-10,São José do Rio Preto - SP,Superior Completo,CLT,3 a 6 salários mínimos,463.42,Turista Corporativo
Visitar familiares,Sozinho,Restaurantes,2025-02-16,2025-02-25,Campinas - SP,Superior Completo,CLT,3 a 6 salários mínimos,527.07,Turista econômico
Negócios,Sozinho,Hoteis,2025-04-20,2025-04-21,São Paulo - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,173.6,Turista Corporativo
Lazer,Família com crianças,Hoteis,2025-07-06,2025-07-12,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,756.26,Familia de parques aquaticos
Lazer,Família com crianças,Restaurantes,2025-05-28,2025-06-04,Campinas - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1190.48,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Turisticos,2025-12-16,2025-12-23,Belo Horizonte - MG,Superior Incompleto,Aposentado,6 a 10 salários mínimos,460.14,Familia de parques aquaticos
Lazer,Casal,Parques de Entretenimento,2025-09-08,2025-09-11,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,543.91,Casal de fim de semana
Lazer,Sozinho,Pontos Culturais,2025-12-31,2026-01-05,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,456.97,Familia de parques aquaticos
Lazer,Família com crianças,Restaurantes,2025-01-18,2025-01-23,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1805.78,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-12-25,2025-12-29,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,726.97,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques de Entretenimento,2025-07-05,2025-07-13,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,265.31,Turista econômico
Lazer,Casal,Restaurantes,2025-12-30,2026-01-02,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,598.8,Casal de fim de semana
Lazer,Família com crianças,Parques Aquáticos,2025-12-18,2025-12-24,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,767.68,Familia de parques aquaticos
Eventos,Sozinho,Hoteis,2025-01-13,2025-01-17,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,167.06,Turista Corporativo
Saúde/Bem-estar,Família com crianças,Parques Aquáticos,2025-09-08,2025-09-15,Belo Horizonte - MG,Ensino Médio,CLT,6 a 10 salários mínimos,160.48,Turista econômico
Lazer,Casal,Pontos Culturais,2025-04-06,2025-04-07,Campinas - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,523.23,Casal de fim de semana
Lazer,Família com crianças,Pontos Culturais,2025-12-30,2026-01-03,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,477.13,Familia de parques aquaticos
Lazer,Grupo de amigos,Restaurantes,2025-01-26,2025-02-02,São Paulo - SP,Ensino Médio,Servidor Público,6 a 10 salários mínimos,755.98,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-10-16,2025-10-18,Goiânia - GO,Superior Incompleto,Estudante,Até 3 salários mínimos,178.49,Turista Corporativo
Visitar familiares,Casal,Hoteis,2025-12-30,2026-01-02,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,1795.29,Turista fiel premium
Lazer,Sozinho,Parques de Entretenimento,2025-08-18,2025-08-22,Belo Horizonte - MG,Superior Incompleto,Servidor Público,Até 3 salários mínimos,368.89,Turista de Evento
Eventos,Casal,Hoteis,2025-10-27,2025-10-31,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1720.39,Turista fiel premium
Visitar familiares,Casal,Hoteis,2025-06-05,2025-06-09,Goiânia - GO,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1824.08,Turista fiel premium
Visitar familiares,Casal,Pontos Culturais,2025-12-20,2025-12-27,Curitiba - PR,Ensino Médio,CLT,Até 3 salários mínimos,171.32,Turista econômico
Lazer,Família com crianças,Parques Aquáticos,2026-01-01,2026-01-08,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,697.19,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Centros de Evento,2025-07-27,2025-08-05,São José do Rio Preto - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,173.51,Turista econômico
Negócios,Sozinho,Hoteis,2025-08-06,2025-08-08,São Paulo - SP,Ensino Médio,Estudante,Mais de 10 salários mínimos,231.44,Turista Corporativo
Eventos,Família com crianças,Parques de Entretenimento,2025-08-20,2025-08-26,Ribeirão Preto - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,252.6,Turista de Evento
Lazer,Casal,Pontos Culturais,2025-01-16,2025-01-20,Belo Horizonte - MG,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1558.69,Casal de fim de semana
Visitar familiares,Casal,Pontos Turisticos,2025-12-28,2026-01-04,Goiânia - GO,Ensino Médio,Servidor Público,Até 3 salários mínimos,225.11,Turista econômico
Lazer,Grupo de amigos,Restaurantes,2025-04-05,2025-04-07,Curitiba - PR,Superior Completo,CLT,Mais de 10 salários mínimos,655.4,Casal de fim de semana
Visitar familiares,Casal,Pontos Turisticos,2025-12-03,2025-12-10,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,141.33,Turista econômico
Eventos,Família com crianças,Hoteis,2025-07-27,2025-08-02,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,169.45,Turista econômico
Lazer,Casal,Parques de Entretenimento,2025-07-15,2025-07-19,Curitiba - PR,Superior Completo,CLT,6 a 10 salários mínimos,780.13,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-10-17,2025-10-20,Curitiba - PR,Ensino Médio,Servidor Público,Até 3 salários mínimos,225.29,Turista Corporativo
Negócios,Sozinho,Hoteis,2025-08-19,2025-08-21,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,225.21,Turista Corporativo
Lazer,Família com crianças,Parques Aquáticos,2025-12-18,2025-12-24,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,404.68,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-07-22,2025-07-26,São Paulo - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,486.61,Familia de parques aquaticos
Lazer,Família com crianças,Centros de Evento,2025-07-06,2025-07-10,Goiânia - GO,Superior Completo,Aposentado,6 a 10 salários mínimos,665.81,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Culturais,2025-01-30,2025-02-06,Goiânia - GO,Ensino Médio,Estudante,Até 3 salários mínimos,235.13,Turista econômico
Lazer,Família com crianças,Centros de Evento,2025-12-24,2025-12-29,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,3 a 6 salários mínimos,1481.59,Familia de parques aquaticos
Eventos,Grupo de amigos,Pontos Turisticos,2025-08-18,2025-08-23,Belo Horizonte - MG,Superior Incompleto,Aposentado,3 a 6 salários mínimos,284.41,Turista de Evento
Lazer,Casal,Hoteis,2025-09-07,2025-09-08,Ribeirão Preto - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,690.38,Casal de fim de semana
Negócios,Família com crianças,Pontos Culturais,2025-06-17,2025-06-20,São Paulo - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,396.07,Turista Corporativo
Saúde/Bem-estar,Casal,Hoteis,2025-07-07,2025-07-10,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,100.24,Turista Corporativo
Lazer,Família com crianças,Pontos Culturais,2025-07-14,2025-07-19,Curitiba - PR,Ensino Médio,Aposentado,6 a 10 salários mínimos,585.39,Familia de parques aquaticos
Lazer,Família com crianças,Restaurantes,2025-01-24,2025-01-28,São Paulo - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,591.57,Familia de parques aquaticos
Lazer,Família com crianças,Centros de Evento,2025-12-10,2025-12-17,Campinas - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,671.94,Familia de parques aquaticos
Visitar familiares,Sozinho,Centros de Evento,2025-01-14,2025-01-23,Goiânia - GO,Pós-graduação,Servidor Público,Até 3 salários mínimos,478.0,Turista econômico
Lazer,Família com crianças,Pontos Culturais,2025-01-04,2025-01-11,Campinas - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,467.53,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-04-05,2025-04-11,Goiânia - GO,Ensino Médio,CLT,6 a 10 salários mínimos,658.52,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-12-12,2025-12-19,Goiânia - GO,Superior Completo,Estudante,6 a 10 salários mínimos,535.44,Familia de parques aquaticos
Visitar familiares,Casal,Parques de Entretenimento,2025-12-23,2025-12-28,São Paulo - SP,Pós-graduação,CLT,Mais de 10 salários mínimos,1670.48,Turista fiel premium
Lazer,Família com crianças,Pontos Turisticos,2025-12-31,2026-01-04,São José do Rio Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,649.81,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2025-05-21,2025-05-23,Ribeirão Preto - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,200.72,Turista Corporativo
Lazer,Família com crianças,Pontos Culturais,2025-09-07,2025-09-08,São Paulo - SP,Ensino Médio,Assalariado,6 a 10 salários mínimos,456.33,Casal de fim de semana
Visitar familiares,Família com crianças,Hoteis,2025-10-10,2025-10-14,Goiânia - GO,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1215.64,Turista fiel premium
Negócios,Sozinho,Restaurantes,2025-02-10,2025-02-14,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,151.79,Turista Corporativo
Visitar familiares,Família com crianças,Parques Aquáticos,2025-07-19,2025-07-28,Goiânia - GO,Ensino Médio,CLT,3 a 6 salários mínimos,214.74,Turista econômico
Lazer,Família com crianças,Centros de Evento,2025-01-07,2025-01-11,Goiânia - GO,Superior Completo,Aposentado,3 a 6 salários mínimos,512.52,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-12-29,2026-01-02,Goiânia - GO,Pós-graduação,Servidor Público,6 a 10 salários mínimos,1439.01,Turista fiel premium
Visitar familiares,Grupo de amigos,Parques Aquáticos,2025-07-11,2025-07-20,Campinas - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,202.5,Turista econômico
Lazer,Família com crianças,Restaurantes,2025-12-20,2025-12-27,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,1190.02,Familia de parques aquaticos
Lazer,Sozinho,Pontos Turisticos,2025-08-19,2025-08-24,Goiânia - GO,Superior Incompleto,CLT,3 a 6 salários mínimos,394.61,Turista de Evento
Lazer,Sozinho,Parques de Entretenimento,2025-01-20,2025-01-27,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1756.1,Familia de parques aquaticos
Negócios,Família com crianças,Pontos Culturais,2025-01-04,2025-01-08,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,592.22,Familia de parques aquaticos
Eventos,Sozinho,Pontos Turisticos,2025-08-18,2025-08-25,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,395.21,Turista de Evento
Lazer,Família com crianças,Hoteis,2025-01-05,2025-01-11,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,652.93,Familia de parques aquaticos
Negócios,Família com crianças,Parques de Entretenimento,2025-07-03,2025-07-10,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,622.05,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-01-17,2025-01-23,São Paulo - SP,Superior Incompleto,Assalariado,Até 3 salários mínimos,232.03,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-12-23,2025-12-28,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,552.32,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2026-01-01,2026-01-06,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1004.49,Turista fiel premium
Visitar familiares,Família com crianças,Parques de Entretenimento,2025-01-29,2025-02-05,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,242.04,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-12-23,2025-12-26,Curitiba - PR,Pós-graduação,Estudante,Até 3 salários mínimos,1236.27,Turista fiel premium
Lazer,Casal,Pontos Culturais,2025-01-29,2025-02-02,Ribeirão Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,536.79,Casal de fim de semana
Visitar familiares,Família com crianças,Parques Aquáticos,2025-05-17,2025-05-25,Curitiba - PR,Ensino Médio,Estudante,6 a 10 salários mínimos,128.5,Turista econômico
Lazer,Família com crianças,Pontos Turisticos,2025-12-23,2025-12-29,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,475.57,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-12-04,2025-12-11,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,518.18,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-07-10,2025-07-16,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,636.27,Familia de parques aquaticos
Saúde/Bem-estar,Grupo de amigos,Pontos Culturais,2025-12-16,2025-12-23,Curitiba - PR,Superior Completo,Aposentado,6 a 10 salários mínimos,472.95,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-01-10,2025-01-16,Ribeirão Preto - SP,Superior Completo,Estudante,3 a 6 salários mínimos,635.64,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-12-08,2025-12-10,Campinas - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,177.47,Turista Corporativo
Eventos,Família com crianças,Pontos Turisticos,2025-01-11,2025-01-17,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,560.37,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Pontos Culturais,2025-12-25,2026-01-02,São Paulo - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,205.65,Turista econômico
Lazer,Casal,Parques Aquáticos,2026-01-01,2026-01-04,Goiânia - GO,Superior Incompleto,Aposentado,3 a 6 salários mínimos,298.63,Casal de fim de semana
Eventos,Grupo de amigos,Parques Aquáticos,2025-12-28,2026-01-04,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,447.39,Turista de Evento
Lazer,Grupo de amigos,Restaurantes,2025-12-11,2025-12-18,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,755.88,Familia de parques aquaticos
Lazer,Família com crianças,Parques de Entretenimento,2025-01-01,2025-01-06,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,473.8,Familia de parques aquaticos
Visitar familiares,Sozinho,Parques Aquáticos,2025-07-11,2025-07-18,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,205.61,Turista econômico
Visitar familiares,Sozinho,Hoteis,2025-06-04,2025-06-06,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1994.79,Turista fiel premium
Lazer,Casal,Restaurantes,2025-07-04,2025-07-09,Ribeirão Preto - SP,Pós-graduação,CLT,Até 3 salários mínimos,746.2,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Culturais,2025-12-24,2025-12-31,São José do Rio Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,110.95,Turista econômico
Eventos,Sozinho,Hoteis,2025-07-21,2025-07-22,São José do Rio Preto - SP,Superior Completo,Servidor Público,Até 3 salários mínimos,148.36,Turista Corporativo
Lazer,Família com crianças,Pontos Turisticos,2025-10-23,2025-10-28,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,501.9,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Pontos Culturais,2025-01-07,2025-01-14,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,163.64,Turista econômico
Visitar familiares,Grupo de amigos,Restaurantes,2025-01-14,2025-01-18,Campinas - SP,Ensino Médio,CLT,6 a 10 salários mínimos,748.97,Casal de fim de semana
Lazer,Família com crianças,Restaurantes,2025-12-24,2025-12-28,São Paulo - SP,Superior Completo,Assalariado,Mais de 10 salários mínimos,523.37,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-07-31,2025-08-07,São Paulo - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,157.0,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-12-03,2025-12-12,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,455.55,Turista econômico
Visitar familiares,Casal,Pontos Culturais,2025-07-02,2025-07-08,Ribeirão Preto - SP,Ensino Médio,CLT,3 a 6 salários mínimos,131.47,Turista econômico
Lazer,Família com crianças,Parques de Entretenimento,2025-07-12,2025-07-16,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,460.49,Familia de parques aquaticos
Lazer,Casal,Restaurantes,2025-12-24,2025-12-29,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,156.56,Turista fiel premium
Lazer,Família com crianças,Restaurantes,2025-08-26,2025-09-02,Ribeirão Preto - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,637.85,Familia de parques aquaticos
Negócios,Família com crianças,Parques Aquáticos,2025-12-22,2025-12-26,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,712.05,Familia de parques aquaticos
Visitar familiares,Família com crianças,Pontos Turisticos,2025-01-20,2025-01-26,Goiânia - GO,Ensino Médio,Aposentado,3 a 6 salários mínimos,137.6,Turista econômico
Negócios,Sozinho,Hoteis,2025-08-05,2025-08-08,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,186.91,Turista Corporativo
Lazer,Casal,Restaurantes,2025-12-30,2026-01-03,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,650.23,Casal de fim de semana
Saúde/Bem-estar,Família com crianças,Parques de Entretenimento,2025-12-21,2025-12-27,Campinas - SP,Superior Completo,Estudante,6 a 10 salários mínimos,762.38,Familia de parques aquaticos
Lazer,Sozinho,Pontos Turisticos,2025-12-14,2025-12-18,São Paulo - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,951.47,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-09-16,2025-09-18,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,241.19,Turista Corporativo
Lazer,Casal,Pontos Culturais,2025-12-29,2026-01-01,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,692.79,Casal de fim de semana
Visitar familiares,Casal,Hoteis,2025-12-26,2025-12-29,Curitiba - PR,Superior Completo,Assalariado,Mais de 10 salários mínimos,1950.87,Turista fiel premium
Visitar familiares,Família com crianças,Centros de Evento,2025-01-18,2025-01-26,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,210.02,Turista econômico
Lazer,Família com crianças,Pontos Turisticos,2025-05-05,2025-05-12,Belo Horizonte - MG,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,676.13,Familia de parques aquaticos
Eventos,Família com crianças,Parques Aquáticos,2025-07-22,2025-07-27,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,499.84,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-01-04,2025-01-11,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,758.08,Familia de parques aquaticos
Negócios,Família com crianças,Pontos Culturais,2025-12-23,2025-12-30,Ribeirão Preto - SP,Pós-graduação,Estudante,3 a 6 salários mínimos,528.62,Familia de parques aquaticos
Visitar familiares,Sozinho,Pontos Culturais,2025-07-02,2025-07-08,São Paulo - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,306.04,Turista econômico
Lazer,Família com crianças,Parques Aquáticos,2025-07-16,2025-07-21,Curitiba - PR,Superior Incompleto,Assalariado,6 a 10 salários mínimos,527.49,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-12-08,2025-12-15,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,116.17,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-08-04,2025-08-11,Campinas - SP,Superior Completo,Estudante,6 a 10 salários mínimos,463.95,Familia de parques aquaticos
Lazer,Família com crianças,Pontos Culturais,2025-04-25,2025-04-27,Belo Horizonte - MG,Pós-graduação,Assalariado,Até 3 salários mínimos,241.89,Casal de fim de semana
Negócios,Família com crianças,Hoteis,2025-12-09,2025-12-16,Goiânia - GO,Superior Completo,CLT,6 a 10 salários mínimos,563.58,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-01-27,2025-02-01,Goiânia - GO,Superior Completo,CLT,6 a 10 salários mínimos,749.83,Familia de parques aquaticos
Lazer,Sozinho,Restaurantes,2025-07-21,2025-07-26,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,520.75,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Pontos Culturais,2025-07-30,2025-08-07,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,180.74,Turista econômico
Negócios,Sozinho,Hoteis,2025-07-01,2025-07-05,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,157.79,Turista Corporativo
Saúde/Bem-estar,Casal,Hoteis,2025-06-03,2025-06-07,Belo Horizonte - MG,Ensino Médio,Aposentado,Até 3 salários mínimos,133.67,Turista fiel premium
Visitar familiares,Casal,Hoteis,2025-12-26,2025-12-31,São José do Rio Preto - SP,Superior Incompleto,Aposentado,3 a 6 salários mínimos,1998.05,Turista fiel premium
Negócios,Grupo de amigos,Hoteis,2025-12-31,2026-01-05,São Paulo - SP,Superior Completo,Assalariado,Mais de 10 salários mínimos,1880.06,Turista fiel premium
Visitar familiares,Grupo de amigos,Parques de Entretenimento,2025-01-30,2025-02-06,São Paulo - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,486.68,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2025-06-05,2025-06-10,Campinas - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,877.59,Turista fiel premium
Visitar familiares,Família com crianças,Restaurantes,2025-12-09,2025-12-17,Goiânia - GO,Pós-graduação,Estudante,Mais de 10 salários mínimos,1673.31,Turista econômico
Eventos,Família com crianças,Pontos Culturais,2025-08-21,2025-08-26,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,446.04,Turista de Evento
Negócios,Família com crianças,Centros de Evento,2025-03-24,2025-03-26,São Paulo - SP,Ensino Médio,Assalariado,3 a 6 salários mínimos,190.23,Turista Corporativo
Visitar familiares,Família com crianças,Parques de Entretenimento,2025-07-22,2025-07-31,São Paulo - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,326.26,Turista econômico
Lazer,Sozinho,Pontos Culturais,2025-01-08,2025-01-14,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1559.61,Familia de parques aquaticos
Saúde/Bem-estar,Casal,Hoteis,2025-12-29,2025-12-31,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1167.52,Turista fiel premium
Lazer,Família com crianças,Pontos Culturais,2025-02-19,2025-02-24,Belo Horizonte - MG,Superior Completo,CLT,6 a 10 salários mínimos,650.89,Familia de parques aquaticos
Lazer,Família com crianças,Hoteis,2025-03-03,2025-03-09,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,929.33,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-07-27,2025-08-03,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,780.4,Familia de parques aquaticos
Lazer,Família com crianças,Parques Aquáticos,2025-12-30,2026-01-06,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,768.38,Familia de parques aquaticos
