Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Negócios,Família com crianças,Hoteis,2025-07-28,2025-07-30,Ribeirão Preto - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,243.5,Turista Corporativo
Eventos,Família com crianças,"Restaurantes, parques, saídas à noite",2025-04-22,2025-04-24,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,454.47,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-07-18,2025-07-23,Goiânia - GO,Pós-graduação,Assalariado,6 a 10 salários mínimos,614.13,Familia de parques aquaticos
Eventos,Grupo de amigos,Participar de eventos da cidade,2025-08-21,2025-08-25,São José do Rio Preto - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,289.73,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2025-06-05,2025-06-11,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,3 a 6 salários mínimos,1204.86,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-04-04,2025-04-10,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,153.79,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-06,2025-07-11,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,760.34,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-12-31,2026-01-03,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1862.98,Turista fiel premium
Negócios,Casal,Hoteis,2025-12-25,2025-12-27,São José do Rio Preto - SP,Ensino Médio,Assalariado,3 a 6 salários mínimos,246.04,Turista fiel premium
Lazer,Grupo de amigos,Parques aquáticos,2025-07-11,2025-07-18,Curitiba - PR,Superior Completo,Estudante,6 a 10 salários mínimos,780.95,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-11-15,2025-11-19,São Paulo - SP,Superior Completo,Estudante,6 a 10 salários mínimos,761.98,Casal de fim de semana
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-12-27,2026-01-04,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,140.11,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-06-03,2025-06-10,Goiânia - GO,Superior Incompleto,CLT,3 a 6 salários mínimos,309.71,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-12-15,2025-12-21,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,115.18,Turista econômico
Lazer,Família com crianças,Hoteis,2025-12-24,2025-12-29,São José do Rio Preto - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,281.36,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-12,2025-01-19,Curitiba - PR,Superior Completo,Assalariado,Até 3 salários mínimos,743.38,Familia de parques aquaticos
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-12-28,2026-01-04,Ribeirão Preto - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,146.8,Turista econômico
Negócios,Casal,Hoteis,2025-12-29,2026-01-01,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1013.06,Turista fiel premium
Eventos,Casal,Participar de eventos da cidade,2025-08-20,2025-08-25,São Paulo - SP,Superior Incompleto,Aposentado,Até 3 salários mínimos,439.48,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2025-12-03,2025-12-08,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,585.98,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-05,2025-07-11,Ribeirão Preto - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,146.5,Turista econômico
Negócios,Sozinho,Hoteis,2025-10-28,2025-11-01,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,117.42,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-10-13,2025-10-19,Ribeirão Preto - SP,Ensino Médio,Assalariado,3 a 6 salários mínimos,177.83,Familia de parques aquaticos
Eventos,Família com crianças,Parques aquáticos,2025-04-06,2025-04-10,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,738.84,Familia de parques aquaticos
Eventos,Casal,Hoteis,2025-08-07,2025-08-12,Belo Horizonte - MG,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1577.51,Turista fiel premium
Negócios,Sozinho,Conhecer pontos turísticos principais,2025-06-11,2025-06-13,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,223.85,Turista Corporativo
Lazer,Grupo de amigos,Parques aquáticos,2025-01-11,2025-01-17,São Paulo - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,188.11,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-05-07,2025-05-11,Belo Horizonte - MG,Pós-graduação,Assalariado,Mais de 10 salários mínimos,927.62,Familia de parques aquaticos
Visitar familiares,Casal,Participar de eventos da cidade,2025-06-05,2025-06-07,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1837.6,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-06,2025-01-14,Campinas - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,247.76,Turista econômico
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-19,2025-08-26,São José do Rio Preto - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,284.9,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2025-01-07,2025-01-14,São Paulo - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,607.87,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Conhecer pontos turísticos principais,2025-01-09,2025-01-17,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,207.93,Turista econômico
Negócios,Sozinho,Hoteis,2025-10-12,2025-10-14,São Paulo - SP,Superior Incompleto,Assalariado,3 a 6 salários mínimos,1582.9,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-04-17,2025-04-22,Curitiba - PR,Ensino Médio,Servidor Público,6 a 10 salários mínimos,771.89,Familia de parques aquaticos
Lazer,Grupo de amigos,Hoteis,2025-07-15,2025-07-19,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,549.31,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-07,2025-01-13,São Paulo - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,787.38,Familia de parques aquaticos
Negócios,Família com crianças,Parques aquáticos,2025-01-10,2025-01-12,Campinas - SP,Pós-graduação,Servidor Público,3 a 6 salários mínimos,224.09,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-07-28,2025-08-03,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,575.74,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-04,2025-01-09,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,571.75,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-04-03,2025-04-12,Ribeirão Preto - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,132.29,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-05-02,2025-05-11,Goiânia - GO,Superior Incompleto,Aposentado,3 a 6 salários mínimos,257.37,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-02-16,2025-02-21,São Paulo - SP,Superior Completo,CLT,3 a 6 salários mínimos,669.81,Familia de parques aquaticos
Eventos,Casal,"Restaurantes, parques, saídas à noite",2025-04-20,2025-04-22,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,179.81,Casal de fim de semana
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-04-20,2025-04-23,São José do Rio Preto - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,486.52,Casal de fim de semana
Negócios,Família com crianças,Parques aquáticos,2025-07-02,2025-07-08,Belo Horizonte - MG,Pós-graduação,Aposentado,Até 3 salários mínimos,486.77,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-09,2025-07-15,São José do Rio Preto - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,629.09,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-01,2025-01-07,Campinas - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,437.98,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-12,2025-07-17,Campinas - SP,Superior Completo,Estudante,3 a 6 salários mínimos,499.7,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-02-17,2025-02-24,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,775.08,Familia de parques aquaticos
Saúde/Bem-estar,Casal,Hoteis,2025-12-31,2026-01-04,Belo Horizonte - MG,Ensino Médio,Assalariado,Até 3 salários mínimos,138.62,Casal de fim de semana
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-11-02,2025-11-04,São José do Rio Preto - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,530.12,Casal de fim de semana
Visitar familiares,Família com crianças,Hoteis,2025-07-16,2025-07-25,Belo Horizonte - MG,Ensino Médio,Assalariado,Até 3 salários mínimos,223.37,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-04,2025-07-08,Belo Horizonte - MG,Superior Completo,Assalariado,3 a 6 salários mínimos,558.72,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-12-17,2025-12-23,Belo Horizonte - MG,Pós-graduação,CLT,6 a 10 salários mínimos,450.09,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-10-16,2025-10-21,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,569.14,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-12,2025-01-20,Goiânia - GO,Ensino Médio,Aposentado,6 a 10 salários mínimos,125.71,Turista econômico
Visitar familiares,Casal,Hoteis,2025-10-22,2025-10-28,São José do Rio Preto - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,174.23,Turista econômico
Lazer,Família com crianças,Hoteis,2025-10-13,2025-10-17,São José do Rio Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,608.21,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-15,2025-01-22,São Paulo - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,798.67,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-05,2025-09-06,São Paulo - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,704.12,Casal de fim de semana
Visitar familiares,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-12-30,2026-01-02,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1142.05,Turista fiel premium
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-17,2025-01-23,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,3 a 6 salários mínimos,214.77,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-31,2026-01-06,Campinas - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,782.08,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-11-14,2025-11-17,Curitiba - PR,Ensino Médio,Servidor Público,Até 3 salários mínimos,1811.38,Casal de fim de semana
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-09-16,2025-09-25,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,127.98,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-16,2025-07-22,Ribeirão Preto - SP,Ensino Médio,CLT,3 a 6 salários mínimos,502.65,Familia de parques aquaticos
Negócios,Família com crianças,Participar de eventos da cidade,2025-01-09,2025-01-16,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,628.21,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2025-10-15,2025-10-21,Curitiba - PR,Ensino Médio,Assalariado,Até 3 salários mínimos,235.02,Turista econômico
Negócios,Família com crianças,Conhecer pontos turísticos principais,2025-06-14,2025-06-23,Belo Horizonte - MG,Superior Completo,Estudante,6 a 10 salários mínimos,451.16,Turista econômico
Negócios,Família com crianças,Parques aquáticos,2025-12-31,2026-01-06,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,481.81,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-23,2025-01-30,Curitiba - PR,Superior Completo,Aposentado,6 a 10 salários mínimos,528.29,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-09-05,2025-09-06,Ribeirão Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,6 a 10 salários mínimos,748.1,Casal de fim de semana
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2026-01-01,2026-01-06,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1735.41,Turista fiel premium
Visitar familiares,Sozinho,Hoteis,2025-10-10,2025-10-15,São Paulo - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1699.01,Turista fiel premium
Visitar familiares,Casal,"Restaurantes, parques, saídas à noite",2025-08-19,2025-08-26,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1142.87,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2025-01-21,2025-01-27,São Paulo - SP,Pós-graduação,CLT,3 a 6 salários mínimos,1946.88,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2025-01-27,2025-02-01,Campinas - SP,Superior Completo,Estudante,Até 3 salários mínimos,557.34,Familia de parques aquaticos
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-19,2025-08-25,São José do Rio Preto - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,386.56,Turista de Evento
Negócios,Família com crianças,Parques aquáticos,2025-07-03,2025-07-09,Curitiba - PR,Superior Completo,CLT,6 a 10 salários mínimos,754.77,Familia de parques aquaticos
Visitar familiares,Família com crianças,Parques aquáticos,2025-10-10,2025-10-15,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1108.47,Turista fiel premium
Visitar familiares,Família com crianças,Hoteis,2025-12-31,2026-01-03,São José do Rio Preto - SP,Pós-graduação,Assalariado,6 a 10 salários mínimos,670.26,Turista fiel premium
Visitar familiares,Casal,Hoteis,2025-12-29,2026-01-02,Belo Horizonte - MG,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,1047.01,Turista fiel premium
Eventos,Sozinho,Participar de eventos da cidade,2025-08-19,2025-08-25,Belo Horizonte - MG,Superior Incompleto,Estudante,Até 3 salários mínimos,347.2,Turista de Evento
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-01-05,2025-01-09,Goiânia - GO,Superior Completo,Aposentado,Até 3 salários mínimos,759.7,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-04-28,2025-04-29,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,202.39,Turista Corporativo
Negócios,Grupo de amigos,Parques aquáticos,2025-11-29,2025-12-06,Curitiba - PR,Superior Completo,Servidor Público,Mais de 10 salários mínimos,753.65,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-01-18,2025-01-21,Ribeirão Preto - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,658.72,Casal de fim de semana
Saúde/Bem-estar,Sozinho,Hoteis,2025-10-11,2025-10-15,Ribeirão Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,1749.9,Turista fiel premium
Negócios,Casal,Hoteis,2025-10-20,2025-10-24,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,135.54,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-12-27,2026-01-02,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,759.39,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-07-23,2025-07-27,Curitiba - PR,Superior Incompleto,CLT,3 a 6 salários mínimos,146.78,Turista Corporativo
Visitar familiares,Família com crianças,Participar de eventos da cidade,2025-12-24,2026-01-02,São José do Rio Preto - SP,Superior Completo,Estudante,Mais de 10 salários mínimos,662.31,Turista econômico
Lazer,Grupo de amigos,Parques aquáticos,2025-10-11,2025-10-16,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,540.19,Familia de parques aquaticos
Negócios,Casal,"Restaurantes, parques, saídas à noite",2025-05-01,2025-05-05,Belo Horizonte - MG,Superior Completo,Servidor Público,Até 3 salários mínimos,493.61,Casal de fim de semana
Eventos,Sozinho,"Restaurantes, parques, saídas à noite",2025-08-18,2025-08-25,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,440.51,Turista de Evento
Eventos,Sozinho,Parques aquáticos,2026-01-01,2026-01-06,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,981.86,Familia de parques aquaticos
Lazer,Família com crianças,Participar de eventos da cidade,2025-01-03,2025-01-07,Goiânia - GO,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,198.33,Familia de parques aquaticos
Visitar familiares,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-05,2025-12-11,Ribeirão Preto - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,165.09,Turista econômico
Lazer,Casal,Conhecer pontos turísticos principais,2025-09-13,2025-09-17,Belo Horizonte - MG,Pós-graduação,Estudante,Até 3 salários mínimos,970.1,Familia de parques aquaticos
Visitar familiares,Casal,Hoteis,2025-06-02,2025-06-07,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1232.0,Turista fiel premium
Saúde/Bem-estar,Casal,Parques aquáticos,2025-07-29,2025-08-02,Belo Horizonte - MG,Superior Completo,Assalariado,6 a 10 salários mínimos,771.94,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-15,2025-07-19,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,621.76,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-12-08,2025-12-10,São Paulo - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,101.18,Turista Corporativo
Eventos,Família com crianças,Parques aquáticos,2025-12-29,2026-01-03,Curitiba - PR,Pós-graduação,Estudante,3 a 6 salários mínimos,1314.57,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-09,2025-01-16,Curitiba - PR,Pós-graduação,Aposentado,6 a 10 salários mínimos,235.27,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-10-16,2025-10-20,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,636.59,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-03-16,2025-03-18,Goiânia - GO,Ensino Médio,CLT,Até 3 salários mínimos,179.51,Turista Corporativo
Eventos,Sozinho,Hoteis,2025-10-20,2025-10-23,São Paulo - SP,Superior Completo,Estudante,3 a 6 salários mínimos,152.84,Turista Corporativo
Lazer,Casal,Parques aquáticos,2025-10-08,2025-10-12,São José do Rio Preto - SP,Pós-graduação,Estudante,6 a 10 salários mínimos,486.42,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-12-28,2026-01-04,Belo Horizonte - MG,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1701.87,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-08,2025-01-15,Campinas - SP,Ensino Médio,CLT,Até 3 salários mínimos,119.6,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-10,2025-12-18,Goiânia - GO,Ensino Médio,Aposentado,Até 3 salários mínimos,208.71,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-07-10,2025-07-16,São Paulo - SP,Superior Incompleto,Assalariado,6 a 10 salários mínimos,396.73,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-31,2025-02-09,Ribeirão Preto - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,127.91,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-08-08,2025-08-16,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,134.75,Turista econômico
Negócios,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-04-22,2025-04-24,São Paulo - SP,Ensino Médio,Assalariado,Até 3 salários mínimos,142.23,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-05-24,2025-05-30,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Até 3 salários mínimos,674.51,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-09-11,2025-09-17,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,490.03,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2025-06-05,2025-06-09,Curitiba - PR,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,983.2,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-05,2025-01-09,São Paulo - SP,Ensino Médio,Aposentado,Até 3 salários mínimos,109.47,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-12,2025-01-17,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,770.54,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-13,2025-12-18,Campinas - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,702.17,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-02-27,2025-03-03,São José do Rio Preto - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,754.45,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-04-03,2025-04-07,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,312.34,Casal de fim de semana
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-12-29,2026-01-02,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,364.03,Casal de fim de semana
Eventos,Casal,Participar de eventos da cidade,2025-08-18,2025-08-25,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,189.94,Turista de Evento
Lazer,Família com crianças,Hoteis,2025-12-12,2025-12-19,São José do Rio Preto - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,463.58,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-13,2025-07-20,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,735.74,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-14,2025-01-21,São Paulo - SP,Ensino Médio,CLT,Até 3 salários mínimos,109.69,Turista econômico
Lazer,Casal,Parques aquáticos,2025-10-12,2025-10-16,São José do Rio Preto - SP,Superior Completo,Servidor Público,3 a 6 salários mínimos,707.24,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-18,2025-07-23,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,521.2,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-17,2025-01-21,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,549.48,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-12-11,2025-12-16,Ribeirão Preto - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,761.71,Familia de parques aquaticos
Lazer,Casal,Parques aquáticos,2025-08-21,2025-08-26,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,3 a 6 salários mínimos,485.08,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-06-03,2025-06-06,Curitiba - PR,Ensino Médio,CLT,Até 3 salários mínimos,232.84,Turista Corporativo
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-12-16,2025-12-22,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,687.86,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-10-13,2025-10-18,São José do Rio Preto - SP,Superior Incompleto,Estudante,6 a 10 salários mínimos,299.13,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-16,2025-01-22,Goiânia - GO,Superior Incompleto,Assalariado,Até 3 salários mínimos,156.74,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-02,2025-01-11,Curitiba - PR,Pós-graduação,Servidor Público,Até 3 salários mínimos,106.34,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-20,2025-12-24,São Paulo - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,705.91,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-09-17,2025-09-20,São Paulo - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,122.84,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-07-26,2025-08-02,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,6 a 10 salários mínimos,733.41,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2025-12-30,2026-01-01,Campinas - SP,Pós-graduação,Servidor Público,Até 3 salários mínimos,221.28,Turista Corporativo
Lazer,Sozinho,Parques aquáticos,2025-12-29,2026-01-04,São Paulo - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,647.26,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-06,2025-12-11,Belo Horizonte - MG,Ensino Médio,Servidor Público,3 a 6 salários mínimos,176.76,Familia de parques aquaticos
Negócios,Grupo de amigos,Conhecer pontos turísticos principais,2025-11-17,2025-11-20,São Paulo - SP,Ensino Médio,Estudante,6 a 10 salários mínimos,129.01,Turista Corporativo
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2026-01-01,2026-01-05,Campinas - SP,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,714.83,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-07-13,2025-07-19,São José do Rio Preto - SP,Ensino Médio,Aposentado,6 a 10 salários mínimos,523.05,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-30,2025-02-04,Curitiba - PR,Superior Completo,CLT,6 a 10 salários mínimos,783.94,Familia de parques aquaticos
Negócios,Família com crianças,Hoteis,2025-12-01,2025-12-03,Curitiba - PR,Ensino Médio,Estudante,Até 3 salários mínimos,244.04,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-12-01,2025-12-06,Goiânia - GO,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,583.7,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-05,2025-07-14,Curitiba - PR,Pós-graduação,Estudante,Até 3 salários mínimos,138.61,Turista econômico
