Acompanhantes por faixa etária,Atrativos visitados,Cidade e estado de origem,Data de chegada,Data de partida,Gasto médio diário em Olímpia,Grau de escolaridade,Motivo da viagem,Ocupação profissional,Perfil_Latente_Gerador,Renda familiar
Sozinho,Participar de eventos da cidade,Curitiba - PR,2022-10-01,2022-10-07,334.86,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,Ribeirão Preto - SP,2022-03-11,2022-03-16,428.1,Superior Incompleto,Eventos,CLT,Turista de Evento,Até 3 salários mínimos
Casal,Participar de eventos da cidade,Curitiba - PR,2022-08-20,2022-08-25,257.02,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2022-08-20,2022-08-26,1208.75,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,Ribeirão Preto - SP,2022-08-19,2022-08-25,621.32,Superior Completo,Eventos,Estudante,Turista de Evento,Mais de 10 salários mínimos
Sozinho,Participar de eventos da cidade,Ribeirão Preto - SP,2022-10-28,2022-11-02,249.38,Ensino Médio,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Sozinho,Participar de eventos da cidade,Campinas - SP,2022-08-20,2022-08-24,410.71,Ensino Médio,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-25,271.65,Ensino Médio,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2022-08-19,2022-08-25,365.74,Ensino Médio,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Campinas - SP,2022-08-19,2022-08-26,409.86,Superior Incompleto,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2022-08-18,2022-08-22,343.24,Superior Incompleto,Visitar familiares,Empresário/Profissional Liberal,Turista de Evento,Até 3 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Curitiba - PR,2022-08-21,2022-08-26,441.4,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2022-08-19,2022-08-23,1534.76,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2022-08-21,2022-08-27,273.03,Superior Incompleto,Saúde/Bem-estar,Aposentado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Hoteis,Ribeirão Preto - SP,2022-08-21,2022-08-27,284.07,Pós-graduação,Eventos,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2022-08-20,2022-08-26,792.35,Ensino Médio,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Sozinho,Conhecer pontos turísticos principais,São Paulo - SP,2022-08-19,2022-08-24,237.61,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,Até 3 salários mínimos
Família com crianças,Participar de eventos da cidade,Goiânia - GO,2022-08-19,2022-08-24,256.43,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Casal,Parques aquáticos,São José do Rio Preto - SP,2022-08-20,2022-08-24,261.77,Ensino Médio,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Goiânia - GO,2022-08-20,2022-08-24,341.93,Ensino Médio,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Sozinho,"Restaurantes, parques, saídas à noite",São José do Rio Preto - SP,2022-08-20,2022-08-27,338.78,Superior Incompleto,Saúde/Bem-estar,Estudante,Turista de Evento,6 a 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-24,392.54,Pós-graduação,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-25,679.97,Superior Completo,Eventos,Aposentado,Turista de Evento,6 a 10 salários mínimos
Casal,Participar de eventos da cidade,Ribeirão Preto - SP,2022-08-21,2022-08-28,314.76,Ensino Médio,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-26,256.97,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2022-08-21,2022-08-27,447.43,Superior Incompleto,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São José do Rio Preto - SP,2022-08-19,2022-08-25,308.12,Pós-graduação,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Campinas - SP,2022-08-20,2022-08-24,306.16,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-08-18,2022-08-24,274.86,Superior Completo,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Casal,Parques aquáticos,Campinas - SP,2022-11-10,2022-11-15,387.95,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,"Restaurantes, parques, saídas à noite",São Paulo - SP,2022-08-20,2022-08-24,230.75,Ensino Médio,Negócios,Assalariado,Turista de Evento,Até 3 salários mínimos
Casal,Parques aquáticos,Belo Horizonte - MG,2022-08-20,2022-08-26,406.23,Superior Incompleto,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-24,419.97,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-26,378.73,Superior Completo,Negócios,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",São José do Rio Preto - SP,2022-08-18,2022-08-24,540.47,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2022-08-18,2022-08-25,584.69,Superior Completo,Visitar familiares,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Ribeirão Preto - SP,2022-02-06,2022-02-13,404.81,Superior Incompleto,Eventos,Aposentado,Turista de Evento,Até 3 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-26,335.78,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Ribeirão Preto - SP,2022-08-21,2022-08-26,1419.56,Ensino Médio,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-24,255.53,Ensino Médio,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Hoteis,São José do Rio Preto - SP,2022-08-20,2022-08-25,268.57,Superior Incompleto,Eventos,Estudante,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-24,374.16,Superior Incompleto,Negócios,Aposentado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2022-08-18,2022-08-25,421.72,Superior Incompleto,Eventos,Estudante,Turista de Evento,Até 3 salários mínimos
Sozinho,Participar de eventos da cidade,Goiânia - GO,2022-08-21,2022-08-25,568.08,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Ribeirão Preto - SP,2022-08-21,2022-08-26,356.59,Superior Completo,Eventos,Aposentado,Turista de Evento,6 a 10 salários mínimos
Sozinho,Participar de eventos da cidade,Goiânia - GO,2022-08-19,2022-08-23,271.28,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Ribeirão Preto - SP,2022-08-20,2022-08-24,434.81,Superior Completo,Eventos,Estudante,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Goiânia - GO,2022-08-19,2022-08-25,372.17,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,"Restaurantes, parques, saídas à noite",São Paulo - SP,2022-08-20,2022-08-26,432.01,Pós-graduação,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,Conhecer pontos turísticos principais,São Paulo - SP,2022-08-20,2022-08-26,429.32,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Turista de Evento,Até 3 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2022-08-21,2022-08-27,283.03,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",São Paulo - SP,2022-08-18,2022-08-22,1159.15,Superior Completo,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2022-08-19,2022-08-24,694.07,Superior Completo,Eventos,Assalariado,Turista de Evento,6 a 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2022-08-19,2022-08-25,412.49,Superior Completo,Eventos,Estudante,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-27,293.21,Superior Incompleto,Visitar familiares,Assalariado,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Parques aquáticos,São Paulo - SP,2022-08-21,2022-08-26,262.49,Superior Incompleto,Eventos,Assalariado,Turista de Evento,6 a 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2022-08-18,2022-08-23,297.84,Ensino Médio,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2022-02-03,2022-02-07,316.65,Superior Completo,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2022-08-19,2022-08-26,185.5,Pós-graduação,Eventos,Estudante,Turista de Evento,Até 3 salários mínimos
Casal,Participar de eventos da cidade,Belo Horizonte - MG,2022-08-18,2022-08-22,378.79,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,São José do Rio Preto - SP,2022-01-05,2022-01-11,283.08,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2022-06-29,2022-07-06,650.4,Superior Completo,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Ribeirão Preto - SP,2022-08-18,2022-08-22,411.31,Superior Incompleto,Eventos,Estudante,Turista de Evento,Até 3 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2022-07-23,2022-07-27,402.01,Pós-graduação,Eventos,Estudante,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2022-08-20,2022-08-24,1349.75,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2022-08-19,2022-08-23,442.61,Pós-graduação,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2022-08-20,2022-08-26,326.44,Superior Completo,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,São José do Rio Preto - SP,2022-08-19,2022-08-23,1644.25,Pós-graduação,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Campinas - SP,2022-08-18,2022-08-24,310.55,Superior Completo,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2022-08-18,2022-08-24,331.37,Superior Completo,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,Belo Horizonte - MG,2022-08-19,2022-08-24,269.5,Ensino Médio,Eventos,Assalariado,Turista de Evento,Até 3 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Ribeirão Preto - SP,2022-08-21,2022-08-25,253.24,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,Belo Horizonte - MG,2023-08-18,2023-08-23,329.92,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São Paulo - SP,2023-08-18,2023-08-24,415.98,Superior Incompleto,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-08-18,2023-08-22,1041.05,Ensino Médio,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-20,2023-08-25,286.34,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2023-08-18,2023-08-22,403.18,Ensino Médio,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Goiânia - GO,2023-04-06,2023-04-13,373.39,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-01-12,2023-01-18,481.45,Superior Completo,Eventos,Assalariado,Turista de Evento,6 a 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Goiânia - GO,2023-08-19,2023-08-25,407.34,Ensino Médio,Eventos,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2023-08-21,2023-08-27,1198.84,Superior Completo,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-18,2023-08-25,724.77,Superior Completo,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Ribeirão Preto - SP,2023-02-24,2023-02-28,385.53,Superior Completo,Visitar familiares,CLT,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São Paulo - SP,2023-08-20,2023-08-24,376.59,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São Paulo - SP,2023-08-20,2023-08-27,270.27,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Belo Horizonte - MG,2023-08-21,2023-08-28,473.57,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Turista de Evento,6 a 10 salários mínimos
Sozinho,"Restaurantes, parques, saídas à noite",Campinas - SP,2023-08-18,2023-08-24,386.2,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,Campinas - SP,2023-01-14,2023-01-19,387.84,Ensino Médio,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Casal,Parques aquáticos,São José do Rio Preto - SP,2023-08-18,2023-08-23,348.05,Superior Incompleto,Eventos,Assalariado,Turista de Evento,Até 3 salários mínimos
Sozinho,Participar de eventos da cidade,Goiânia - GO,2023-08-21,2023-08-26,165.5,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2023-08-20,2023-08-27,267.3,Superior Incompleto,Lazer,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Campinas - SP,2023-08-19,2023-08-25,291.01,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,Ribeirão Preto - SP,2023-10-22,2023-10-28,351.78,Superior Incompleto,Eventos,CLT,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-12-10,2023-12-17,298.52,Superior Incompleto,Visitar familiares,Aposentado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2023-08-18,2023-08-24,380.68,Superior Completo,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,Ribeirão Preto - SP,2023-03-06,2023-03-11,447.1,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Belo Horizonte - MG,2023-08-18,2023-08-24,295.54,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Curitiba - PR,2023-08-18,2023-08-24,269.39,Superior Incompleto,Saúde/Bem-estar,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2023-08-21,2023-08-27,381.52,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Ribeirão Preto - SP,2023-08-21,2023-08-26,291.71,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-08-18,2023-08-23,254.77,Superior Incompleto,Visitar familiares,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Ribeirão Preto - SP,2023-08-18,2023-08-24,314.28,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São José do Rio Preto - SP,2023-08-21,2023-08-28,743.87,Superior Completo,Eventos,Assalariado,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-08-20,2023-08-24,1826.03,Pós-graduação,Eventos,Assalariado,Turista de Evento,6 a 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São Paulo - SP,2023-08-21,2023-08-25,336.53,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Curitiba - PR,2023-08-20,2023-08-27,1809.14,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2023-08-21,2023-08-25,299.8,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Ribeirão Preto - SP,2023-08-19,2023-08-26,210.34,Superior Incompleto,Eventos,CLT,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Goiânia - GO,2023-08-23,2023-08-29,360.55,Superior Incompleto,Eventos,Assalariado,Turista de Evento,Mais de 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Goiânia - GO,2023-08-18,2023-08-23,373.32,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-08-21,2023-08-28,150.95,Ensino Médio,Lazer,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Curitiba - PR,2023-04-28,2023-05-03,396.0,Superior Incompleto,Visitar familiares,CLT,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-20,2023-08-27,415.65,Superior Incompleto,Eventos,Assalariado,Turista de Evento,Até 3 salários mínimos
Sozinho,Participar de eventos da cidade,Ribeirão Preto - SP,2023-08-19,2023-08-26,445.0,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-02,2023-08-07,351.34,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",São José do Rio Preto - SP,2023-08-18,2023-08-22,465.19,Superior Incompleto,Eventos,Estudante,Turista de Evento,6 a 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-21,2023-08-26,406.87,Pós-graduação,Eventos,Assalariado,Turista de Evento,Até 3 salários mínimos
Família com crianças,Participar de eventos da cidade,São José do Rio Preto - SP,2023-08-21,2023-08-26,325.94,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Sozinho,Parques aquáticos,Campinas - SP,2023-06-29,2023-07-05,298.92,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-18,2023-08-23,310.64,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-21,2023-08-25,306.77,Superior Incompleto,Eventos,Estudante,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Campinas - SP,2023-09-05,2023-09-10,288.72,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Belo Horizonte - MG,2023-08-18,2023-08-23,274.98,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São José do Rio Preto - SP,2023-08-21,2023-08-28,352.71,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-21,2023-08-25,392.12,Superior Incompleto,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Curitiba - PR,2023-08-20,2023-08-27,424.59,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Goiânia - GO,2023-08-19,2023-08-25,718.44,Superior Completo,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Sozinho,Participar de eventos da cidade,Curitiba - PR,2023-08-19,2023-08-26,394.5,Superior Completo,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Conhecer pontos turísticos principais,Goiânia - GO,2023-08-21,2023-08-27,270.36,Superior Incompleto,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,Belo Horizonte - MG,2023-08-19,2023-08-24,333.19,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-08-19,2023-08-24,394.05,Superior Incompleto,Negócios,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-08-20,2023-08-25,366.97,Superior Incompleto,Negócios,Empresário/Profissional Liberal,Turista de Evento,Até 3 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2023-08-19,2023-08-25,338.51,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,Belo Horizonte - MG,2023-08-19,2023-08-25,448.64,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São Paulo - SP,2023-02-24,2023-02-28,247.12,Ensino Médio,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São Paulo - SP,2023-08-18,2023-08-25,298.77,Superior Incompleto,Eventos,CLT,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Curitiba - PR,2023-08-21,2023-08-27,281.37,Superior Incompleto,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2023-08-21,2023-08-28,263.21,Ensino Médio,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,Campinas - SP,2023-08-20,2023-08-25,409.25,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Sozinho,Participar de eventos da cidade,São Paulo - SP,2023-08-18,2023-08-22,439.61,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2023-08-18,2023-08-22,444.23,Superior Completo,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2023-04-24,2023-05-01,1545.52,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Casal,"Restaurantes, parques, saídas à noite",Curitiba - PR,2023-08-18,2023-08-22,933.97,Ensino Médio,Eventos,Servidor Público,Turista de Evento,Mais de 10 salários mínimos
Casal,Hoteis,São Paulo - SP,2023-08-19,2023-08-25,413.51,Superior Incompleto,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,São José do Rio Preto - SP,2023-08-21,2023-08-25,280.94,Superior Completo,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Ribeirão Preto - SP,2023-08-20,2023-08-26,263.37,Superior Completo,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,Curitiba - PR,2023-08-20,2023-08-27,102.76,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,Mais de 10 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-20,2023-08-26,250.89,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Sozinho,Participar de eventos da cidade,Goiânia - GO,2023-08-21,2023-08-27,444.39,Ensino Médio,Saúde/Bem-estar,Assalariado,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,São Paulo - SP,2023-08-18,2023-08-23,266.53,Pós-graduação,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Parques aquáticos,São José do Rio Preto - SP,2023-08-21,2023-08-27,316.37,Superior Completo,Eventos,Aposentado,Turista de Evento,Até 3 salários mínimos
Sozinho,Parques aquáticos,Campinas - SP,2023-08-18,2023-08-22,290.66,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Grupo de amigos,Participar de eventos da cidade,Belo Horizonte - MG,2023-08-19,2023-08-23,309.2,Superior Incompleto,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Casal,Participar de eventos da cidade,São Paulo - SP,2023-08-21,2023-08-28,363.08,Ensino Médio,Eventos,Empresário/Profissional Liberal,Turista de Evento,6 a 10 salários mínimos
Casal,Hoteis,São Paulo - SP,2023-08-21,2023-08-26,541.65,Ensino Médio,Eventos,Aposentado,Turista de Evento,6 a 10 salários mínimos
Casal,Participar de eventos da cidade,Campinas - SP,2023-08-18,2023-08-23,738.05,Ensino Médio,Saúde/Bem-estar,Assalariado,Turista de Evento,6 a 10 salários mínimos
