Acompanhantes por faixa etária,Atrativos visitados,Cidade e estado de origem,Data de chegada,Data de partida,Gasto médio diário em Olímpia,Grau de escolaridade,Motivo da viagem,Ocupação profissional,Perfil_Latente_Gerador,Renda familiar
Sozinho,Parques aquáticos,São Paulo - SP,2021-07-06,2021-07-13,112.37,Ensino Médio,Lazer,CLT,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-12-20,2021-12-25,671.69,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-27,2021-08-02,559.42,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-03-29,2021-04-05,674.09,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2021-12-08,2021-12-14,476.19,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-01-22,2021-01-27,161.66,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-01-25,2021-01-30,362.74,Superior Incompleto,Eventos,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-02-17,2021-02-23,733.95,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,Belo Horizonte - MG,2021-07-22,2021-07-28,525.74,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-07-08,2021-07-12,505.14,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-07-18,2021-07-25,761.73,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-07-29,2021-08-04,100.54,Superior Incompleto,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-07-17,2021-07-24,983.78,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Sozinho,Parques aquáticos,São Paulo - SP,2021-07-13,2021-07-19,255.37,Superior Completo,Saúde/Bem-estar,Estudante,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-01-16,2021-01-23,703.59,Superior Completo,Lazer,CLT,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-05,2021-07-11,684.39,Ensino Médio,Saúde/Bem-estar,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Parques aquáticos,São José do Rio Preto - SP,2021-08-05,2021-08-12,720.01,Superior Completo,Eventos,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-01-27,2021-02-02,509.82,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-01-08,2021-01-14,604.48,Ensino Médio,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-09-05,2021-09-09,499.32,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-01-08,2021-01-15,1378.13,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Casal,Parques aquáticos,Belo Horizonte - MG,2021-06-04,2021-06-10,667.52,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-12-23,2021-12-30,332.77,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-01-23,2021-01-27,746.6,Superior Completo,Visitar familiares,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-12-30,2022-01-06,464.53,Superior Completo,Visitar familiares,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Curitiba - PR,2021-12-28,2022-01-02,505.77,Pós-graduação,Lazer,Estudante,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-07-05,2021-07-12,1642.91,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",Goiânia - GO,2021-09-05,2021-09-12,740.91,Ensino Médio,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-12-25,2021-12-31,569.74,Superior Incompleto,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,Ribeirão Preto - SP,2021-07-23,2021-07-30,779.53,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Parques aquáticos,São Paulo - SP,2021-06-09,2021-06-14,464.62,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-07-08,2021-07-15,795.27,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-01-06,2021-01-11,474.69,Superior Completo,Eventos,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",Curitiba - PR,2021-12-08,2021-12-14,1499.22,Pós-graduação,Negócios,CLT,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,São José do Rio Preto - SP,2021-01-20,2021-01-24,760.67,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-03,2021-07-10,352.79,Pós-graduação,Negócios,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-11-09,2021-11-14,416.45,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",São Paulo - SP,2021-01-23,2021-01-27,765.41,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-01-04,2021-01-08,754.1,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-12-08,2021-12-15,669.11,Pós-graduação,Saúde/Bem-estar,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",Campinas - SP,2021-05-08,2021-05-14,1116.2,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2021-01-23,2021-01-28,750.88,Superior Incompleto,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Parques aquáticos,São Paulo - SP,2021-09-15,2021-09-19,444.48,Pós-graduação,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Sozinho,Parques aquáticos,Campinas - SP,2021-01-23,2021-01-28,1097.38,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-02-03,2021-02-09,645.8,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Sozinho,Parques aquáticos,Belo Horizonte - MG,2021-07-22,2021-07-28,568.18,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Parques aquáticos,São José do Rio Preto - SP,2021-09-30,2021-10-04,204.23,Ensino Médio,Visitar familiares,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-05-17,2021-05-21,621.88,Ensino Médio,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-01-17,2021-01-23,115.52,Ensino Médio,Negócios,Servidor Público,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2021-12-03,2021-12-10,491.39,Pós-graduação,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Conhecer pontos turísticos principais,Belo Horizonte - MG,2021-04-29,2021-05-06,796.02,Superior Incompleto,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-07-26,2021-08-02,134.63,Ensino Médio,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São José do Rio Preto - SP,2021-12-16,2021-12-23,203.65,Ensino Médio,Lazer,Assalariado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-22,2021-07-26,166.74,Pós-graduação,Lazer,Assalariado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-01-24,2021-01-28,752.86,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2021-12-23,2021-12-30,778.73,Ensino Médio,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-01-11,2021-01-18,344.18,Superior Incompleto,Visitar familiares,Estudante,Familia de parques aquaticos,3 a 6 salários mínimos
Grupo de amigos,Parques aquáticos,São Paulo - SP,2021-01-28,2021-02-01,566.85,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-01-31,2021-02-06,783.56,Superior Completo,Saúde/Bem-estar,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-16,2021-07-20,219.78,Pós-graduação,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-07-04,2021-07-11,1485.64,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-01-12,2021-01-19,638.78,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-07-30,2021-08-04,478.11,Superior Incompleto,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,Goiânia - GO,2021-12-22,2021-12-26,252.34,Pós-graduação,Lazer,Estudante,Familia de parques aquaticos,3 a 6 salários mínimos
Casal,Parques aquáticos,Campinas - SP,2021-01-14,2021-01-21,309.57,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,São José do Rio Preto - SP,2021-04-27,2021-05-03,770.93,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-01-24,2021-01-29,586.68,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-01-03,2021-01-10,451.78,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São José do Rio Preto - SP,2021-01-28,2021-02-02,556.47,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-12-03,2021-12-08,729.6,Superior Completo,Eventos,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Parques aquáticos,São Paulo - SP,2021-01-13,2021-01-18,527.8,Superior Incompleto,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Parques aquáticos,Goiânia - GO,2021-07-09,2021-07-16,600.61,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,São José do Rio Preto - SP,2021-01-04,2021-01-08,708.89,Superior Completo,Negócios,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-07-21,2021-07-27,501.66,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2021-12-25,2021-12-31,107.82,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-06-04,2021-06-09,545.96,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",Goiânia - GO,2021-12-18,2021-12-25,411.33,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-11-16,2021-11-21,502.29,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-12-14,2021-12-19,576.57,Pós-graduação,Saúde/Bem-estar,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Participar de eventos da cidade,São José do Rio Preto - SP,2021-12-18,2021-12-22,794.72,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2021-07-13,2021-07-20,636.3,Pós-graduação,Eventos,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-16,2021-07-22,779.2,Pós-graduação,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-04-18,2021-04-23,283.48,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-07-24,2021-07-29,538.35,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-07-17,2021-07-24,578.14,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,São José do Rio Preto - SP,2021-12-29,2022-01-02,266.4,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São José do Rio Preto - SP,2021-01-03,2021-01-09,1524.45,Pós-graduação,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Casal,Parques aquáticos,Ribeirão Preto - SP,2021-07-15,2021-07-22,585.49,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-12-02,2021-12-08,460.21,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,Curitiba - PR,2021-08-28,2021-09-03,543.27,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,Mais de 10 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-07-02,2021-07-09,488.56,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2021-01-08,2021-01-12,542.26,Superior Completo,Visitar familiares,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-12-30,2022-01-05,718.99,Superior Completo,Eventos,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,"Restaurantes, parques, saídas à noite",São José do Rio Preto - SP,2021-01-22,2021-01-27,715.32,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",São Paulo - SP,2021-12-30,2022-01-05,550.76,Pós-graduação,Visitar familiares,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-01-15,2021-01-22,576.39,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,Campinas - SP,2021-07-22,2021-07-27,721.59,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-02-16,2021-02-22,482.45,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-01-21,2021-01-26,717.74,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-07-27,2021-08-02,648.27,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-07,2021-07-14,555.28,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-12-29,2022-01-04,607.27,Superior Completo,Eventos,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Parques aquáticos,São Paulo - SP,2021-01-09,2021-01-16,758.98,Superior Incompleto,Saúde/Bem-estar,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,Belo Horizonte - MG,2021-02-25,2021-03-04,609.52,Pós-graduação,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Parques aquáticos,São Paulo - SP,2021-10-14,2021-10-21,729.95,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-07-14,2021-07-19,564.05,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-02-06,2021-02-11,354.51,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-07,2021-07-13,577.76,Pós-graduação,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-02-17,2021-02-24,222.84,Superior Incompleto,Lazer,Estudante,Familia de parques aquaticos,Até 3 salários mínimos
Casal,Parques aquáticos,Goiânia - GO,2021-12-31,2022-01-05,205.22,Superior Incompleto,Lazer,Aposentado,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-01-28,2021-02-01,758.26,Superior Incompleto,Eventos,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São José do Rio Preto - SP,2021-12-27,2022-01-03,736.68,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-07-14,2021-07-21,459.86,Superior Incompleto,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-01-02,2021-01-08,765.55,Superior Incompleto,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-12-16,2021-12-23,607.25,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-12-16,2021-12-21,196.21,Ensino Médio,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Sozinho,Parques aquáticos,Campinas - SP,2021-10-12,2021-10-19,626.46,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-10-10,2021-10-14,750.34,Superior Completo,Negócios,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,Curitiba - PR,2021-12-26,2021-12-30,757.05,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-01-31,2021-02-06,557.34,Superior Completo,Eventos,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-12-30,2022-01-03,186.71,Ensino Médio,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Participar de eventos da cidade,São Paulo - SP,2021-01-07,2021-01-12,575.88,Superior Incompleto,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-12-22,2021-12-29,653.38,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-29,2021-08-02,666.75,Superior Completo,Negócios,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-12-22,2021-12-26,1960.0,Superior Incompleto,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",São Paulo - SP,2021-12-29,2022-01-04,779.93,Ensino Médio,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,São Paulo - SP,2021-12-27,2021-12-31,224.88,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-12-17,2021-12-22,676.84,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-07-18,2021-07-24,680.52,Superior Completo,Visitar familiares,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2021-01-30,2021-02-03,769.18,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-01-04,2021-01-09,738.56,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-12-30,2022-01-03,161.61,Ensino Médio,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,"Restaurantes, parques, saídas à noite",São Paulo - SP,2021-01-16,2021-01-22,135.6,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-12-31,2022-01-04,1038.47,Pós-graduação,Visitar familiares,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Hoteis,Belo Horizonte - MG,2021-11-15,2021-11-20,751.25,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,Ribeirão Preto - SP,2021-07-01,2021-07-06,554.24,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-12-23,2021-12-28,790.38,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-10-10,2021-10-14,588.28,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
Grupo de amigos,Parques aquáticos,Campinas - SP,2021-06-05,2021-06-10,494.77,Pós-graduação,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Campinas - SP,2021-07-25,2021-08-01,767.18,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,Campinas - SP,2021-01-24,2021-01-31,732.97,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-12-22,2021-12-29,704.77,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-01-02,2021-01-08,677.11,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Parques aquáticos,Curitiba - PR,2021-12-29,2022-01-05,694.49,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-12-04,2021-12-08,688.03,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Conhecer pontos turísticos principais,São Paulo - SP,2021-12-04,2021-12-08,578.52,Superior Completo,Lazer,CLT,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-01-13,2021-01-20,790.38,Superior Completo,Negócios,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Ribeirão Preto - SP,2021-12-09,2021-12-13,489.74,Pós-graduação,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-10-10,2021-10-16,511.79,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques aquáticos,Goiânia - GO,2021-01-26,2021-01-30,747.86,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,São Paulo - SP,2021-10-10,2021-10-16,653.19,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-10-11,2021-10-17,509.99,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Curitiba - PR,2021-12-21,2021-12-28,576.25,Superior Completo,Visitar familiares,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques aquáticos,Belo Horizonte - MG,2021-12-09,2021-12-16,655.56,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
