Acompanhantes por faixa etária,Atrativos visitados,Cidade e estado de origem,Data de chegada,Data de partida,Gasto médio diário em Olímpia,Grau de escolaridade,Motivo da viagem,Ocupação profissional,Perfil_Latente_Gerador,Renda familiar
Sozinho,Hoteis,São Paulo - SP,2022-02-28,2022-03-04,221.87,Superior Completo,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Restaurantes,São Paulo - SP,2022-12-30,2023-01-02,221.97,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,São José do Rio Preto - SP,2022-11-04,2022-11-06,102.13,Ensino Médio,Negócios,Estudante,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2022-04-26,2022-04-27,122.16,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2022-01-10,2022-01-13,235.03,Pós-graduação,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2022-10-17,2022-10-21,185.53,Ensino Médio,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Grupo de amigos,Parques de Entretenimento,Goiânia - GO,2022-07-18,2022-07-21,232.54,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,São José do Rio Preto - SP,2022-03-23,2022-03-27,760.39,Superior Completo,Negócios,Estudante,Turista Corporativo,6 a 10 salários mínimos
Família com crianças,Hoteis,Belo Horizonte - MG,2022-08-12,2022-08-14,200.03,Ensino Médio,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Campinas - SP,2022-11-25,2022-11-29,173.77,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2022-03-21,2022-03-25,509.59,Pós-graduação,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-07-29,2022-08-02,109.72,Ensino Médio,Saúde/Bem-estar,CLT,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-08-08,2022-08-10,224.33,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-12-12,2022-12-13,202.08,Ensino Médio,Eventos,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2022-01-19,2022-01-22,240.67,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2022-12-09,2022-12-11,181.63,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques de Entretenimento,Belo Horizonte - MG,2022-12-13,2022-12-15,242.61,Ensino Médio,Saúde/Bem-estar,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-04-27,2022-04-29,114.17,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-03-04,2022-03-05,591.16,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-11-07,2022-11-09,163.9,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-12-08,2022-12-09,187.39,Pós-graduação,Visitar familiares,CLT,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Parques Aquáticos,Curitiba - PR,2022-08-01,2022-08-04,165.32,Ensino Médio,Lazer,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-10-13,2022-10-14,149.49,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Turisticos,Ribeirão Preto - SP,2022-03-22,2022-03-26,254.57,Superior Incompleto,Negócios,Empresário/Profissional Liberal,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Campinas - SP,2022-02-10,2022-02-12,443.5,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,3 a 6 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-05-19,2022-05-23,468.55,Superior Completo,Negócios,Assalariado,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Centros de Evento,São Paulo - SP,2022-11-18,2022-11-22,244.62,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Culturais,Campinas - SP,2022-02-21,2022-02-25,244.68,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-11-21,2022-11-22,109.09,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-01-03,2022-01-07,1591.36,Pós-graduação,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-07-25,2022-07-26,505.87,Superior Completo,Negócios,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-01-03,2022-01-06,207.11,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,Goiânia - GO,2022-07-25,2022-07-28,430.2,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,3 a 6 salários mínimos
Casal,Hoteis,Goiânia - GO,2022-09-09,2022-09-12,249.4,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2022-09-13,2022-09-16,468.83,Pós-graduação,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-01-03,2022-01-07,107.89,Ensino Médio,Negócios,Assalariado,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-10-05,2022-10-07,196.95,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-05-20,2022-05-21,100.15,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2022-07-05,2022-07-09,703.79,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-05-02,2022-05-03,780.76,Superior Completo,Saúde/Bem-estar,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Grupo de amigos,Hoteis,Belo Horizonte - MG,2022-04-12,2022-04-14,167.39,Superior Completo,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-02-07,2022-02-08,175.65,Ensino Médio,Saúde/Bem-estar,Assalariado,Turista Corporativo,6 a 10 salários mínimos
Grupo de amigos,Pontos Culturais,Curitiba - PR,2022-10-31,2022-11-04,108.27,Ensino Médio,Negócios,CLT,Turista Corporativo,6 a 10 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-07-15,2022-07-18,208.13,Pós-graduação,Negócios,Aposentado,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-05-29,2022-05-30,164.61,Superior Completo,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Culturais,Curitiba - PR,2022-09-08,2022-09-09,105.25,Ensino Médio,Visitar familiares,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2022-08-25,2022-08-29,509.7,Superior Incompleto,Negócios,CLT,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Pontos Turisticos,Goiânia - GO,2022-08-02,2022-08-05,240.59,Superior Incompleto,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-04-13,2022-04-17,161.21,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,Curitiba - PR,2022-12-09,2022-12-11,195.06,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-08-29,2022-09-01,128.71,Superior Incompleto,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2022-09-17,2022-09-20,1345.54,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2022-11-07,2022-11-11,219.5,Ensino Médio,Eventos,CLT,Turista Corporativo,3 a 6 salários mínimos
Casal,Hoteis,São José do Rio Preto - SP,2022-10-03,2022-10-07,167.8,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Centros de Evento,Curitiba - PR,2022-01-24,2022-01-27,234.13,Pós-graduação,Lazer,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-06-20,2022-06-22,1921.88,Pós-graduação,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-05-19,2022-05-23,201.7,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-10-14,2022-10-18,180.69,Ensino Médio,Negócios,Aposentado,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-05-05,2022-05-06,1437.71,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Grupo de amigos,Hoteis,Ribeirão Preto - SP,2022-08-24,2022-08-28,112.15,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,Curitiba - PR,2022-11-16,2022-11-17,353.95,Superior Incompleto,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-06-06,2022-06-10,242.27,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-07-11,2022-07-12,1017.35,Pós-graduação,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-07-25,2022-07-27,186.12,Superior Completo,Negócios,Aposentado,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-10-18,2022-10-19,135.0,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques Aquáticos,São Paulo - SP,2022-06-02,2022-06-03,235.85,Pós-graduação,Negócios,Empresário/Profissional Liberal,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Campinas - SP,2022-03-25,2022-03-29,166.63,Ensino Médio,Eventos,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2022-04-28,2022-04-30,114.87,Pós-graduação,Lazer,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2022-02-14,2022-02-18,433.41,Pós-graduação,Negócios,Assalariado,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-04-01,2022-04-04,192.29,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Campinas - SP,2022-06-09,2022-06-13,181.83,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Pontos Culturais,Goiânia - GO,2022-01-18,2022-01-19,150.22,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Pontos Culturais,São Paulo - SP,2022-06-22,2022-06-25,158.53,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-05-24,2022-05-28,174.53,Ensino Médio,Negócios,Assalariado,Turista Corporativo,6 a 10 salários mínimos
Casal,Centros de Evento,Goiânia - GO,2022-11-21,2022-11-24,109.07,Superior Completo,Negócios,Estudante,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-04-22,2022-04-26,236.05,Pós-graduação,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-10-24,2022-10-28,178.45,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-04-20,2022-04-22,104.47,Superior Completo,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,Ribeirão Preto - SP,2022-09-05,2022-09-08,120.41,Superior Completo,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Culturais,Goiânia - GO,2022-03-16,2022-03-19,114.45,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-07-29,2022-07-31,176.77,Superior Completo,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2022-05-09,2022-05-13,221.09,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,São José do Rio Preto - SP,2022-11-25,2022-11-26,120.6,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2022-03-14,2022-03-18,228.84,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,Curitiba - PR,2022-06-14,2022-06-18,115.3,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-08-23,2022-08-26,401.83,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2022-12-05,2022-12-09,171.5,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2022-01-03,2022-01-04,113.29,Superior Incompleto,Negócios,Empresário/Profissional Liberal,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-08-02,2022-08-04,176.48,Superior Incompleto,Negócios,Estudante,Turista Corporativo,3 a 6 salários mínimos
Grupo de amigos,Hoteis,Goiânia - GO,2022-03-14,2022-03-16,556.83,Superior Completo,Negócios,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-01-10,2022-01-12,537.5,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-04-27,2022-04-28,487.5,Ensino Médio,Negócios,Aposentado,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-09-21,2022-09-24,174.21,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Campinas - SP,2022-06-13,2022-06-15,165.96,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Campinas - SP,2022-05-30,2022-06-02,402.66,Superior Completo,Eventos,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-07-14,2022-07-18,608.63,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,Goiânia - GO,2022-09-08,2022-09-12,106.0,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Campinas - SP,2022-01-28,2022-01-30,101.61,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-01-05,2022-01-06,221.77,Ensino Médio,Negócios,Estudante,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2022-06-14,2022-06-16,1809.05,Superior Completo,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-08-08,2022-08-11,582.6,Superior Completo,Negócios,CLT,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Parques de Entretenimento,Belo Horizonte - MG,2022-05-04,2022-05-08,201.62,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-03-09,2022-03-13,731.87,Superior Completo,Negócios,Aposentado,Turista Corporativo,6 a 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-07-01,2022-07-05,191.99,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-10-31,2022-11-01,168.34,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-02-25,2022-03-01,507.35,Superior Completo,Negócios,Aposentado,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-02-21,2023-02-25,195.35,Ensino Médio,Visitar familiares,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2023-08-25,2023-08-29,238.81,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2023-03-07,2023-03-09,241.05,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-01-23,2023-01-26,199.23,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Turisticos,Curitiba - PR,2023-01-13,2023-01-16,527.48,Superior Completo,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2023-08-01,2023-08-02,146.88,Pós-graduação,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Campinas - SP,2023-11-06,2023-11-08,198.33,Superior Completo,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques Aquáticos,São José do Rio Preto - SP,2023-06-19,2023-06-21,224.34,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,3 a 6 salários mínimos
Casal,Hoteis,Goiânia - GO,2023-06-24,2023-06-28,250.0,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2023-08-03,2023-08-05,410.25,Superior Incompleto,Negócios,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Casal,Hoteis,Goiânia - GO,2023-12-11,2023-12-12,154.09,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2023-02-10,2023-02-13,145.97,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2023-04-13,2023-04-14,111.11,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-08-02,2023-08-04,843.61,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Grupo de amigos,Hoteis,Curitiba - PR,2023-09-04,2023-09-06,248.33,Superior Incompleto,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-09-28,2023-09-30,133.4,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2023-04-07,2023-04-08,199.03,Pós-graduação,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2023-11-25,2023-11-29,209.92,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-01-09,2023-01-11,212.84,Ensino Médio,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Pontos Turisticos,Campinas - SP,2023-05-15,2023-05-17,177.82,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques Aquáticos,São Paulo - SP,2023-06-06,2023-06-07,204.02,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Culturais,São Paulo - SP,2023-01-05,2023-01-06,222.57,Ensino Médio,Lazer,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Parques de Entretenimento,Belo Horizonte - MG,2023-02-16,2023-02-18,1275.49,Superior Completo,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,Campinas - SP,2023-10-16,2023-10-18,128.24,Pós-graduação,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2023-10-16,2023-10-19,188.34,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques Aquáticos,São Paulo - SP,2023-09-05,2023-09-06,198.05,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2023-07-10,2023-07-13,169.56,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2023-04-10,2023-04-13,247.52,Pós-graduação,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2023-02-27,2023-03-01,112.3,Superior Completo,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2023-03-16,2023-03-20,848.5,Superior Incompleto,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2023-01-24,2023-01-25,1188.89,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2023-10-30,2023-11-03,127.58,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Culturais,São Paulo - SP,2023-10-09,2023-10-10,159.55,Ensino Médio,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2023-10-10,2023-10-12,148.39,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,Campinas - SP,2023-02-10,2023-02-14,262.14,Pós-graduação,Lazer,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-06-06,2023-06-08,1539.47,Pós-graduação,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Restaurantes,Ribeirão Preto - SP,2023-04-17,2023-04-20,193.46,Superior Incompleto,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2023-11-23,2023-11-26,128.19,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,Curitiba - PR,2023-05-06,2023-05-10,847.1,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Casal,Hoteis,Ribeirão Preto - SP,2023-07-03,2023-07-04,1136.55,Pós-graduação,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-04-03,2023-04-06,200.92,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2023-01-30,2023-02-01,1565.7,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Centros de Evento,Curitiba - PR,2023-12-23,2023-12-25,170.04,Superior Incompleto,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Pontos Turisticos,São José do Rio Preto - SP,2023-06-26,2023-06-27,402.09,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Pontos Culturais,São José do Rio Preto - SP,2023-11-20,2023-11-24,120.99,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2023-02-06,2023-02-07,173.33,Pós-graduação,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques de Entretenimento,São José do Rio Preto - SP,2023-08-22,2023-08-24,262.79,Ensino Médio,Negócios,Estudante,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2023-11-27,2023-11-30,165.2,Superior Completo,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Restaurantes,São José do Rio Preto - SP,2023-09-25,2023-09-28,151.42,Ensino Médio,Lazer,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2023-06-26,2023-06-29,166.84,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Centros de Evento,São Paulo - SP,2023-02-27,2023-02-28,172.64,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2023-04-20,2023-04-23,138.15,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-12-13,2023-12-15,161.28,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Restaurantes,Curitiba - PR,2023-05-31,2023-06-04,101.18,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2023-10-30,2023-11-03,109.11,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Centros de Evento,São Paulo - SP,2023-12-20,2023-12-21,119.36,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São José do Rio Preto - SP,2023-08-11,2023-08-12,105.56,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Mais de 10 salários mínimos
Grupo de amigos,Hoteis,São José do Rio Preto - SP,2023-09-25,2023-09-28,124.0,Superior Completo,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2023-08-05,2023-08-08,130.06,Superior Completo,Visitar familiares,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
