Acompanhantes por faixa etária,Atrativos visitados,Cidade e estado de origem,Data de chegada,Data de partida,Gasto médio diário em Olímpia,Grau de escolaridade,Motivo da viagem,Ocupação profissional,Perfil_Latente_Gerador,Renda familiar
Família com crianças,Hoteis,São Paulo - SP,2022-07-24,2022-07-30,799.14,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,Ribeirão Preto - SP,2022-07-15,2022-07-21,1832.94,Pós-graduação,Lazer,Estudante,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2022-02-17,2022-02-24,115.96,Superior Completo,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2022-02-17,2022-02-24,239.36,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Pontos Turisticos,Belo Horizonte - MG,2022-12-18,2022-12-23,345.06,Superior Incompleto,Lazer,Aposentado,Familia de parques aquaticos,3 a 6 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-08-20,2022-08-27,608.02,Ensino Médio,Eventos,Estudante,Turista de Evento,6 a 10 salários mínimos
Casal,Hoteis,São Paulo - SP,2022-12-28,2023-01-03,297.6,Superior Incompleto,Lazer,Estudante,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Hoteis,Ribeirão Preto - SP,2022-12-25,2022-12-30,1836.6,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista fiel premium,Até 3 salários mínimos
Sozinho,Parques de Entretenimento,Belo Horizonte - MG,2022-07-14,2022-07-19,537.43,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Sozinho,Centros de Evento,São Paulo - SP,2022-05-02,2022-05-04,618.48,Pós-graduação,Saúde/Bem-estar,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Grupo de amigos,Pontos Culturais,São Paulo - SP,2022-08-21,2022-08-26,293.54,Superior Completo,Eventos,Servidor Público,Turista de Evento,Até 3 salários mínimos
Casal,Hoteis,Curitiba - PR,2022-02-11,2022-02-13,263.59,Superior Incompleto,Lazer,Estudante,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,Ribeirão Preto - SP,2022-07-30,2022-08-05,700.67,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Restaurantes,São Paulo - SP,2022-07-04,2022-07-08,627.06,Superior Completo,Eventos,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-12-21,2022-12-25,644.11,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,Ribeirão Preto - SP,2022-01-22,2022-01-30,137.67,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Casal,Centros de Evento,São Paulo - SP,2022-09-08,2022-09-09,439.01,Superior Incompleto,Lazer,Servidor Público,Casal de fim de semana,3 a 6 salários mínimos
Casal,Hoteis,Belo Horizonte - MG,2022-01-21,2022-01-25,1099.44,Pós-graduação,Visitar familiares,Aposentado,Turista fiel premium,3 a 6 salários mínimos
Grupo de amigos,Parques de Entretenimento,Belo Horizonte - MG,2022-08-19,2022-08-26,210.48,Pós-graduação,Eventos,Assalariado,Turista de Evento,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,Belo Horizonte - MG,2022-08-29,2022-09-05,237.77,Superior Completo,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Casal,Hoteis,Curitiba - PR,2022-05-23,2022-05-26,589.89,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Grupo de amigos,Parques de Entretenimento,São Paulo - SP,2022-08-20,2022-08-27,352.28,Superior Incompleto,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-12-10,2022-12-15,474.49,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2022-03-07,2022-03-09,241.05,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,Curitiba - PR,2022-07-11,2022-07-18,686.47,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-12-25,2022-12-30,528.62,Ensino Médio,Lazer,Aposentado,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Hoteis,Belo Horizonte - MG,2022-12-26,2022-12-31,977.09,Pós-graduação,Visitar familiares,Aposentado,Turista fiel premium,Mais de 10 salários mínimos
Família com crianças,Pontos Turisticos,São José do Rio Preto - SP,2022-07-30,2022-08-05,220.21,Pós-graduação,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Hoteis,São José do Rio Preto - SP,2023-01-01,2023-01-06,1096.69,Pós-graduação,Visitar familiares,Servidor Público,Turista fiel premium,Mais de 10 salários mínimos
Família com crianças,Parques de Entretenimento,Campinas - SP,2022-07-05,2022-07-10,692.88,Ensino Médio,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,Belo Horizonte - MG,2022-12-01,2022-12-08,779.96,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Centros de Evento,Belo Horizonte - MG,2022-01-16,2022-01-20,684.11,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Hoteis,Campinas - SP,2022-08-21,2022-08-26,513.61,Superior Completo,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,Ribeirão Preto - SP,2022-11-18,2022-11-24,1219.95,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Mais de 10 salários mínimos
Casal,Parques Aquáticos,Curitiba - PR,2022-07-19,2022-07-26,138.44,Superior Incompleto,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Grupo de amigos,Restaurantes,Ribeirão Preto - SP,2022-01-22,2022-01-29,700.26,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-01-24,2022-01-27,199.23,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Pontos Turisticos,São José do Rio Preto - SP,2022-07-14,2022-07-21,244.82,Superior Completo,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques Aquáticos,São Paulo - SP,2022-12-09,2022-12-16,612.65,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,Campinas - SP,2022-12-26,2023-01-01,630.82,Superior Incompleto,Lazer,Estudante,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São José do Rio Preto - SP,2022-08-19,2022-08-28,145.93,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2022-08-19,2022-08-25,357.17,Superior Incompleto,Eventos,Aposentado,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-04-10,2022-04-16,512.8,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
Casal,Hoteis,Belo Horizonte - MG,2022-12-31,2023-01-05,1208.85,Superior Incompleto,Visitar familiares,Empresário/Profissional Liberal,Turista fiel premium,Mais de 10 salários mínimos
Casal,Pontos Culturais,Goiânia - GO,2022-12-31,2023-01-01,942.14,Pós-graduação,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,Mais de 10 salários mínimos
Família com crianças,Centros de Evento,São Paulo - SP,2022-06-06,2022-06-10,709.03,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Casal,Restaurantes,Ribeirão Preto - SP,2022-07-10,2022-07-14,697.43,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2022-07-21,2022-07-28,739.32,Superior Incompleto,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Ribeirão Preto - SP,2022-01-09,2022-01-18,189.71,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista econômico,6 a 10 salários mínimos
Sozinho,Parques Aquáticos,Campinas - SP,2022-12-11,2022-12-14,717.09,Superior Completo,Eventos,Servidor Público,Casal de fim de semana,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2022-01-11,2022-01-17,750.21,Superior Completo,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2022-12-13,2022-12-19,181.39,Ensino Médio,Visitar familiares,Aposentado,Turista econômico,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2022-08-13,2022-08-18,444.63,Superior Incompleto,Visitar familiares,Estudante,Turista fiel premium,3 a 6 salários mínimos
Casal,Hoteis,Belo Horizonte - MG,2022-12-02,2022-12-04,700.81,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Centros de Evento,São José do Rio Preto - SP,2022-12-28,2023-01-01,726.5,Pós-graduação,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Centros de Evento,São Paulo - SP,2022-01-18,2022-01-25,643.17,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,Campinas - SP,2022-08-21,2022-08-28,382.74,Pós-graduação,Eventos,Empresário/Profissional Liberal,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Restaurantes,Campinas - SP,2022-12-26,2022-12-30,593.49,Superior Incompleto,Saúde/Bem-estar,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,São José do Rio Preto - SP,2022-10-01,2022-10-08,1552.16,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Parques de Entretenimento,Goiânia - GO,2022-12-25,2022-12-29,692.9,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,Campinas - SP,2022-01-03,2022-01-10,534.29,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Centros de Evento,Campinas - SP,2022-01-15,2022-01-21,1158.99,Pós-graduação,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Casal,Parques Aquáticos,Ribeirão Preto - SP,2022-08-20,2022-08-24,1589.88,Pós-graduação,Eventos,Assalariado,Turista de Evento,6 a 10 salários mínimos
Sozinho,Pontos Turisticos,Goiânia - GO,2022-04-28,2022-05-04,288.03,Superior Completo,Eventos,Assalariado,Turista de Evento,3 a 6 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2022-07-19,2022-07-27,113.52,Superior Completo,Visitar familiares,CLT,Turista econômico,Até 3 salários mínimos
Família com crianças,Pontos Culturais,Campinas - SP,2022-01-30,2022-02-08,1154.17,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2022-12-18,2022-12-26,159.19,Ensino Médio,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Sozinho,Pontos Turisticos,Curitiba - PR,2022-01-13,2022-01-16,527.48,Superior Completo,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Casal,Parques de Entretenimento,Curitiba - PR,2022-03-01,2022-03-03,1445.06,Superior Completo,Visitar familiares,Servidor Público,Turista fiel premium,Mais de 10 salários mínimos
Família com crianças,Centros de Evento,Campinas - SP,2022-12-20,2022-12-27,1135.69,Superior Incompleto,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Centros de Evento,São Paulo - SP,2022-10-12,2022-10-17,1938.81,Ensino Médio,Saúde/Bem-estar,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Centros de Evento,São José do Rio Preto - SP,2022-08-19,2022-08-24,296.6,Superior Completo,Visitar familiares,Servidor Público,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2022-07-01,2022-07-08,218.5,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Restaurantes,Curitiba - PR,2022-01-19,2022-01-23,527.54,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Restaurantes,Ribeirão Preto - SP,2022-01-22,2022-01-26,768.4,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Hoteis,Ribeirão Preto - SP,2022-07-10,2022-07-17,600.57,Ensino Médio,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2022-08-01,2022-08-02,146.88,Pós-graduação,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Casal,Restaurantes,Campinas - SP,2022-12-29,2023-01-01,593.78,Pós-graduação,Lazer,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Casal,Restaurantes,São Paulo - SP,2022-04-22,2022-04-24,572.54,Ensino Médio,Lazer,CLT,Casal de fim de semana,6 a 10 salários mínimos
Grupo de amigos,Pontos Turisticos,São Paulo - SP,2022-07-01,2022-07-09,140.99,Pós-graduação,Visitar familiares,CLT,Turista econômico,3 a 6 salários mínimos
Família com crianças,Parques Aquáticos,Goiânia - GO,2022-04-30,2022-05-09,151.13,Superior Incompleto,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2022-06-05,2022-06-10,1330.45,Pós-graduação,Visitar familiares,Aposentado,Turista fiel premium,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2022-01-20,2022-01-24,145.21,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Restaurantes,Curitiba - PR,2022-01-18,2022-01-24,422.35,Ensino Médio,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-06-04,2022-06-07,1541.75,Pós-graduação,Visitar familiares,Servidor Público,Turista fiel premium,Mais de 10 salários mínimos
Família com crianças,Parques Aquáticos,Goiânia - GO,2022-01-11,2022-01-16,376.64,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,3 a 6 salários mínimos
Sozinho,Hoteis,Campinas - SP,2022-11-07,2022-11-09,198.33,Superior Completo,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-07-28,2022-08-05,110.24,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Restaurantes,Goiânia - GO,2022-01-21,2022-01-25,627.47,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,São José do Rio Preto - SP,2022-01-02,2022-01-09,429.83,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Grupo de amigos,Parques Aquáticos,Ribeirão Preto - SP,2022-05-01,2022-05-05,568.43,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques de Entretenimento,Curitiba - PR,2022-11-05,2022-11-10,653.96,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Sozinho,Parques Aquáticos,São José do Rio Preto - SP,2022-06-20,2022-06-22,224.34,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,3 a 6 salários mínimos
Casal,Hoteis,Goiânia - GO,2022-06-24,2022-06-28,250.0,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Restaurantes,Curitiba - PR,2022-12-05,2022-12-14,127.13,Superior Incompleto,Visitar familiares,Assalariado,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,Curitiba - PR,2022-01-24,2022-01-31,533.71,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2022-08-03,2022-08-05,410.25,Superior Incompleto,Negócios,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-12-31,2023-01-05,976.82,Pós-graduação,Visitar familiares,Servidor Público,Turista fiel premium,Mais de 10 salários mínimos
Casal,Pontos Culturais,Goiânia - GO,2022-12-12,2022-12-17,239.62,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Casal,Hoteis,Ribeirão Preto - SP,2022-09-05,2022-09-06,132.35,Pós-graduação,Negócios,Aposentado,Casal de fim de semana,Até 3 salários mínimos
Família com crianças,Restaurantes,São José do Rio Preto - SP,2022-12-15,2022-12-19,431.03,Ensino Médio,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Casal,Hoteis,Goiânia - GO,2022-12-09,2022-12-10,154.09,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Casal,Parques de Entretenimento,Goiânia - GO,2022-11-15,2022-11-16,706.53,Superior Completo,Visitar familiares,Servidor Público,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Hoteis,Campinas - SP,2022-07-23,2022-07-30,734.02,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Sozinho,Parques Aquáticos,Goiânia - GO,2022-01-27,2022-02-03,713.65,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Centros de Evento,São José do Rio Preto - SP,2022-12-13,2022-12-19,1395.44,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2022-02-10,2022-02-13,145.97,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2022-07-26,2022-07-30,377.5,Superior Completo,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Restaurantes,Curitiba - PR,2022-12-12,2022-12-18,648.54,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,São Paulo - SP,2022-01-31,2022-02-04,127.91,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2022-04-13,2022-04-14,111.11,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-08-20,2022-08-25,435.46,Superior Completo,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Casal,Pontos Culturais,Goiânia - GO,2022-08-21,2022-08-26,267.24,Pós-graduação,Eventos,Estudante,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Restaurantes,Goiânia - GO,2022-10-16,2022-10-22,415.81,Superior Incompleto,Lazer,CLT,Familia de parques aquaticos,3 a 6 salários mínimos
Casal,Restaurantes,São Paulo - SP,2022-01-11,2022-01-16,779.32,Superior Completo,Negócios,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-08-19,2022-08-24,394.13,Superior Completo,Eventos,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Família com crianças,Parques de Entretenimento,São Paulo - SP,2022-10-31,2022-11-04,640.95,Superior Completo,Eventos,Assalariado,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Parques de Entretenimento,Curitiba - PR,2022-07-11,2022-07-16,701.43,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,Curitiba - PR,2022-07-05,2022-07-11,241.81,Ensino Médio,Visitar familiares,CLT,Turista econômico,6 a 10 salários mínimos
Família com crianças,Parques Aquáticos,Campinas - SP,2022-12-15,2022-12-24,624.08,Superior Completo,Eventos,CLT,Turista econômico,Até 3 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2022-12-01,2022-12-08,452.86,Superior Incompleto,Lazer,Servidor Público,Familia de parques aquaticos,3 a 6 salários mínimos
Família com crianças,Hoteis,Ribeirão Preto - SP,2022-07-03,2022-07-12,214.66,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Centros de Evento,Goiânia - GO,2022-01-05,2022-01-10,590.49,Ensino Médio,Lazer,Aposentado,Familia de parques aquaticos,Até 3 salários mínimos
Sozinho,Restaurantes,São José do Rio Preto - SP,2022-06-13,2022-06-18,665.78,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,Campinas - SP,2022-07-14,2022-07-20,703.86,Ensino Médio,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Pontos Turisticos,São Paulo - SP,2022-01-21,2022-01-30,202.11,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,Campinas - SP,2022-07-16,2022-07-20,631.54,Pós-graduação,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Parques Aquáticos,São Paulo - SP,2022-12-24,2022-12-30,517.29,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2022-07-30,2022-08-07,186.02,Pós-graduação,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques Aquáticos,São José do Rio Preto - SP,2022-08-21,2022-08-27,292.8,Superior Incompleto,Eventos,Servidor Público,Turista de Evento,6 a 10 salários mínimos
Família com crianças,Parques de Entretenimento,Goiânia - GO,2022-07-21,2022-07-26,162.0,Ensino Médio,Lazer,Empresário/Profissional Liberal,Familia de parques aquaticos,3 a 6 salários mínimos
Casal,Hoteis,São Paulo - SP,2022-09-01,2022-09-08,401.18,Superior Incompleto,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista de Evento,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-08-02,2022-08-04,843.61,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Casal,Pontos Culturais,São Paulo - SP,2022-12-11,2022-12-19,196.2,Pós-graduação,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Parques de Entretenimento,São Paulo - SP,2022-01-06,2022-01-10,726.77,Superior Completo,Lazer,Assalariado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques de Entretenimento,Goiânia - GO,2022-01-05,2022-01-14,137.21,Ensino Médio,Visitar familiares,Servidor Público,Turista econômico,Até 3 salários mínimos
Casal,Hoteis,Goiânia - GO,2022-10-10,2022-10-17,591.9,Pós-graduação,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Grupo de amigos,Hoteis,Curitiba - PR,2022-09-02,2022-09-04,248.33,Superior Incompleto,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Pontos Turisticos,Belo Horizonte - MG,2022-12-17,2022-12-26,154.27,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Mais de 10 salários mínimos
Família com crianças,Pontos Turisticos,São José do Rio Preto - SP,2022-07-23,2022-07-30,352.08,Superior Incompleto,Lazer,Aposentado,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,Curitiba - PR,2022-10-10,2022-10-13,854.35,Ensino Médio,Visitar familiares,Estudante,Turista fiel premium,Mais de 10 salários mínimos
Casal,Parques Aquáticos,São Paulo - SP,2023-01-01,2023-01-04,1258.98,Pós-graduação,Eventos,Servidor Público,Casal de fim de semana,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-09-28,2022-09-30,133.4,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2022-04-07,2022-04-08,199.03,Pós-graduação,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2022-06-02,2022-06-09,638.92,Superior Completo,Lazer,Servidor Público,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-12-08,2022-12-14,794.99,Superior Completo,Negócios,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2022-07-12,2022-07-21,147.81,Ensino Médio,Visitar familiares,Estudante,Turista econômico,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2022-12-18,2022-12-25,1468.74,Superior Incompleto,Lazer,Assalariado,Familia de parques aquaticos,3 a 6 salários mínimos
Casal,Parques Aquáticos,São José do Rio Preto - SP,2022-04-06,2022-04-07,515.86,Superior Completo,Lazer,Aposentado,Casal de fim de semana,6 a 10 salários mínimos
Família com crianças,Centros de Evento,Goiânia - GO,2022-01-24,2022-01-28,714.02,Superior Completo,Negócios,Empresário/Profissional Liberal,Familia de parques aquaticos,Mais de 10 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2022-01-12,2022-01-19,730.99,Superior Completo,Lazer,CLT,Familia de parques aquaticos,6 a 10 salários mínimos
Família com crianças,Parques de Entretenimento,São Paulo - SP,2022-01-30,2022-02-06,518.67,Superior Completo,Lazer,Estudante,Familia de parques aquaticos,6 a 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2022-11-25,2022-11-29,209.92,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Restaurantes,Goiânia - GO,2022-12-31,2023-01-06,161.86,Ensino Médio,Visitar familiares,Empresário/Profissional Liberal,Turista econômico,6 a 10 salários mínimos
Casal,Hoteis,Goiânia - GO,2022-09-05,2022-09-12,179.83,Ensino Médio,Lazer,Estudante,Familia de parques aquaticos,Até 3 salários mínimos
Grupo de amigos,Hoteis,São Paulo - SP,2022-08-18,2022-08-22,298.19,Superior Incompleto,Lazer,Aposentado,Turista de Evento,3 a 6 salários mínimos
Casal,Parques de Entretenimento,São Paulo - SP,2022-04-29,2022-04-30,325.85,Ensino Médio,Eventos,CLT,Casal de fim de semana,3 a 6 salários mínimos
Casal,Parques de Entretenimento,São Paulo - SP,2022-02-18,2022-02-19,765.45,Superior Completo,Lazer,Empresário/Profissional Liberal,Casal de fim de semana,6 a 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2022-01-10,2022-01-12,212.84,Ensino Médio,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
